image_path,true_celebrity,predicted_celebrity,confidence,correct,model
images - 2025-07-22T154841.130.jpeg,ronnychieng,sitinurhaliza,0.1944634,False,ArcFace
images (38).jpeg,ronnychieng,urassayasperbund,0.12612428,False,ArcFace
images (15).jpeg,ronnychieng,yangmi,0.12390636,False,ArcFace
download (5).jpeg,ronnychieng,yangmi,0.12522782,False,ArcFace
images - 2025-07-22T154841.440.jpeg,ronnychieng,yangmi,0.12234892,False,ArcFace
images (96).jpeg,ronnychieng,priyankachopra,0.12483761,False,ArcFace
images (70).jpeg,ronnychieng,sitinurhaliza,0.32191467,False,ArcFace
download (9).jpeg,ronnychieng,sitinurhaliza,0.17543168,False,ArcFace
images (89).jpeg,ronnychieng,yangmi,0.121427074,False,ArcFace
images - 2025-07-22T154841.120.jpeg,ronnychieng,sitinurhaliza,0.2623828,False,ArcFace
images - 2025-07-22T154841.350.jpeg,ronnychieng,urassayasperbund,0.13025975,False,ArcFace
GONG-LI_Head-of-Jury-for-the-55th-GHA-e1531859364238.jpg,gongli,priyankachopra,0.12502924,False,ArcFace
hq720.jpg,gongli,urassayasperbund,0.1262254,False,ArcFace
250px-Gong_Li_Cannes_2011.jpg,gongli,henrygolding,0.1281538,False,ArcFace
001ec9790963150dec6d00.jpg,gongli,priyankachopra,0.1247055,False,ArcFace
images - 2025-07-22T155411.111.jpeg,gongli,yangmi,0.12347874,False,ArcFace
images - 2025-07-22T155411.098.jpeg,gongli,yangmi,0.12609531,False,ArcFace
images (27).jpeg,gongli,urassayasperbund,0.1284997,False,ArcFace
images - 2025-07-22T155411.125.jpeg,gongli,yangmi,0.124645434,False,ArcFace
images - 2025-07-22T155411.288.jpeg,gongli,urassayasperbund,0.12625511,False,ArcFace
images - 2025-07-22T155411.116.jpeg,gongli,urassayasperbund,0.1256816,False,ArcFace
images - 2025-07-22T155411.131.jpeg,gongli,urassayasperbund,0.12641534,False,ArcFace
download (7).jpeg,gongli,urassayasperbund,0.12808001,False,ArcFace
images (6).jpeg,gongli,henrygolding,0.12954827,False,ArcFace
download (11).jpeg,gongli,urassayasperbund,0.13068153,False,ArcFace
images (37).jpeg,gongli,henrygolding,0.12084346,False,ArcFace
images - 2025-07-22T155411.369.jpeg,gongli,priyankachopra,0.124824084,False,ArcFace
09ca4912922019f7ac585b75c65fa134.jpg,yangmi,urassayasperbund,0.12841457,False,ArcFace
images - 2025-07-22T165147.336.jpeg,yangmi,urassayasperbund,0.12884629,False,ArcFace
images - 2025-07-22T165147.948.jpeg,yangmi,priyankachopra,0.12543629,False,ArcFace
download (6).jpeg,yangmi,urassayasperbund,0.13082995,False,ArcFace
images - 2025-07-22T165147.444.jpeg,yangmi,henrygolding,0.12581386,False,ArcFace
images (87).jpeg,yangmi,henrygolding,0.12664717,False,ArcFace
download (10).jpeg,yangmi,urassayasperbund,0.12720862,False,ArcFace
download (22).jpeg,yangmi,urassayasperbund,0.12461516,False,ArcFace
images - 2025-07-22T165147.029.jpeg,yangmi,henrygolding,0.12210918,False,ArcFace
images (33).jpeg,yangmi,yangmi,0.12135319,True,ArcFace
images - 2025-07-22T165147.932.jpeg,yangmi,urassayasperbund,0.1282744,False,ArcFace
images - 2025-07-22T165147.196.jpeg,yangmi,henrygolding,0.12779933,False,ArcFace
images - 2025-07-22T165147.907.jpeg,yangmi,urassayasperbund,0.12721296,False,ArcFace
images - 2025-07-22T165147.146.jpeg,yangmi,yangmi,0.12490689,True,ArcFace
images - 2025-07-22T165147.060.jpeg,yangmi,priyankachopra,0.12571692,False,ArcFace
images - 2025-07-22T165147.239.jpeg,yangmi,urassayasperbund,0.12821075,False,ArcFace
images - 2025-07-22T165147.911.jpeg,yangmi,priyankachopra,0.12651168,False,ArcFace
images - 2025-07-22T165147.205.jpeg,yangmi,urassayasperbund,0.12633525,False,ArcFace
images - 2025-07-22T165147.145.jpeg,yangmi,urassayasperbund,0.12998147,False,ArcFace
download (9).jpeg,yangmi,urassayasperbund,0.12959366,False,ArcFace
download (20).jpeg,yangmi,urassayasperbund,0.12791434,False,ArcFace
images (2).jpeg,yangmi,yangmi,0.12096162,True,ArcFace
images - 2025-07-22T165146.881.jpeg,yangmi,henrygolding,0.120955214,False,ArcFace
images (93).jpeg,yangmi,henrygolding,0.12767039,False,ArcFace
images (60).jpeg,yangmi,henrygolding,0.12263628,False,ArcFace
images - 2025-07-22T165146.930.jpeg,yangmi,urassayasperbund,0.12786986,False,ArcFace
dd259ba8-c64c-11ea-86df-6d561651b5f4_image_hires_182236.jpg,priyankachopra,urassayasperbund,0.12726286,False,ArcFace
Priyanka-Chopra-on-straddling-Bollywood-and-Hollywood-To-be-able-to-work-in-two-of-the-largest-film-industries-in-the-world….jpg,priyankachopra,henrygolding,0.12675086,False,ArcFace
images - 2025-07-22T160420.760.jpeg,priyankachopra,yangmi,0.12611906,False,ArcFace
images - 2025-07-22T160420.982.jpeg,priyankachopra,henrygolding,0.121657334,False,ArcFace
images (47).jpeg,priyankachopra,yangmi,0.121184945,False,ArcFace
download (6).jpeg,priyankachopra,henrygolding,0.12308026,False,ArcFace
images - 2025-07-22T160420.629.jpeg,priyankachopra,urassayasperbund,0.12631959,False,ArcFace
images (3).jpeg,priyankachopra,urassayasperbund,0.12771183,False,ArcFace
images (85).jpeg,priyankachopra,henrygolding,0.12584744,False,ArcFace
images - 2025-07-22T160420.370.jpeg,priyankachopra,urassayasperbund,0.12766218,False,ArcFace
images (15).jpeg,priyankachopra,urassayasperbund,0.12943044,False,ArcFace
images (82).jpeg,priyankachopra,urassayasperbund,0.12723634,False,ArcFace
download (17).jpeg,priyankachopra,urassayasperbund,0.12763852,False,ArcFace
images - 2025-07-22T160420.614.jpeg,priyankachopra,priyankachopra,0.123544104,True,ArcFace
download (16).jpeg,priyankachopra,yangmi,0.122337185,False,ArcFace
images - 2025-07-22T160420.770.jpeg,priyankachopra,urassayasperbund,0.13123356,False,ArcFace
images (32).jpeg,priyankachopra,sitinurhaliza,0.20671372,False,ArcFace
images - 2025-07-22T160420.627.jpeg,priyankachopra,yangmi,0.1256655,False,ArcFace
images (37).jpeg,priyankachopra,yangmi,0.12122329,False,ArcFace
images (60).jpeg,priyankachopra,sitinurhaliza,0.286422,False,ArcFace
images (8).jpeg,priyankachopra,priyankachopra,0.12544437,True,ArcFace
images - 2025-07-22T160420.759.jpeg,priyankachopra,priyankachopra,0.12693366,True,ArcFace
Irrfan-Khan-1-2024-04-c1507bcf500dd70d642d0b363464406b.jpg,irrfankhan,henrygolding,0.124382466,False,ArcFace
maxresdefault.jpg,irrfankhan,henrygolding,0.124653675,False,ArcFace
irrfan-khan-dead.jpg,irrfankhan,henrygolding,0.13089085,False,ArcFace
d1d32f46d80205a1a504580779c886bc.jpg,irrfankhan,yangmi,0.124619395,False,ArcFace
irrfan-khan_640x480_81495104135.jpg,irrfankhan,yangmi,0.124445714,False,ArcFace
Irrfan_Khan_May_2015_(cropped).jpg,irrfankhan,urassayasperbund,0.12694363,False,ArcFace
images - 2025-07-22T160126.925.jpeg,irrfankhan,urassayasperbund,0.12913543,False,ArcFace
images - 2025-07-22T160126.586.jpeg,irrfankhan,yangmi,0.12545048,False,ArcFace
images - 2025-07-22T160126.815.jpeg,irrfankhan,urassayasperbund,0.12827803,False,ArcFace
images - 2025-07-22T160126.892.jpeg,irrfankhan,urassayasperbund,0.1291219,False,ArcFace
download (22).jpeg,irrfankhan,priyankachopra,0.12398232,False,ArcFace
images - 2025-07-22T160127.114.jpeg,irrfankhan,urassayasperbund,0.12870492,False,ArcFace
images - 2025-07-22T160126.752.jpeg,irrfankhan,sitinurhaliza,0.15620902,False,ArcFace
images - 2025-07-22T160126.988.jpeg,irrfankhan,urassayasperbund,0.12582435,False,ArcFace
images - 2025-07-22T160126.917.jpeg,irrfankhan,yangmi,0.12672286,False,ArcFace
images (1).jpeg,irrfankhan,sitinurhaliza,0.1694917,False,ArcFace
images - 2025-07-22T160126.921.jpeg,irrfankhan,henrygolding,0.12619528,False,ArcFace
images (24).jpeg,irrfankhan,urassayasperbund,0.12778905,False,ArcFace
images - 2025-07-22T160126.916.jpeg,irrfankhan,priyankachopra,0.12499878,False,ArcFace
images - 2025-07-22T160126.816.jpeg,irrfankhan,yangmi,0.123250306,False,ArcFace
images (75).jpeg,irrfankhan,urassayasperbund,0.13087466,False,ArcFace
2025 July26 Dato' Sri Siti Nurhaliza Live In Singapore@SISTIC-Event Main Images (mobile) 1146x1146 - Resize.jpg,sitinurhaliza,yangmi,0.12532341,False,ArcFace
olsschlwnss001a.jpg_1731982121.jpg,sitinurhaliza,yangmi,0.12643051,False,ArcFace
content_siti-nurhaliza-ozasia.jpg,sitinurhaliza,yangmi,0.12225679,False,ArcFace
247094.jpg,sitinurhaliza,yangmi,0.12289055,False,ArcFace
siti0623_1194x556New.jpg,sitinurhaliza,henrygolding,0.12423114,False,ArcFace
350px-Siti_Nurhaliza_-_Dato'_Siti_Nurhaliza_&_Friends'_Artists_(cropped_2).jpg,sitinurhaliza,sitinurhaliza,0.16008209,True,ArcFace
b5e7b8613897ee1cfb01d0a120b9f2af.jpg,sitinurhaliza,yangmi,0.125298,False,ArcFace
1900x1900-000000-80-0-0.jpg,sitinurhaliza,henrygolding,0.12940769,False,ArcFace
Siti_Nurhaliza_Performing_Memories_-_Dato'_Siti_Nurhaliza_&_Friends_(cropped_2).jpg,sitinurhaliza,sitinurhaliza,0.93774486,True,ArcFace
images - 2025-07-22T152914.087.jpeg,sitinurhaliza,henrygolding,0.121292375,False,ArcFace
images - 2025-07-22T152914.052.jpeg,sitinurhaliza,yangmi,0.12455728,False,ArcFace
images (3).jpeg,sitinurhaliza,henrygolding,0.12031607,False,ArcFace
images - 2025-07-22T152915.218.jpeg,sitinurhaliza,urassayasperbund,0.13002774,False,ArcFace
images - 2025-07-22T152915.213.jpeg,sitinurhaliza,urassayasperbund,0.12821269,False,ArcFace
images (33).jpeg,sitinurhaliza,henrygolding,0.122547664,False,ArcFace
images (61).jpeg,sitinurhaliza,henrygolding,0.12218975,False,ArcFace
images - 2025-07-22T152915.227.jpeg,sitinurhaliza,urassayasperbund,0.12911972,False,ArcFace
images - 2025-07-22T152915.228.jpeg,sitinurhaliza,yangmi,0.11968364,False,ArcFace
download (21).jpeg,sitinurhaliza,yangmi,0.12183482,False,ArcFace
images - 2025-07-22T152913.409.jpeg,sitinurhaliza,urassayasperbund,0.12593484,False,ArcFace
2415849.jpeg,sitinurhaliza,yangmi,0.124751925,False,ArcFace
images - 2025-07-22T152913.578.jpeg,sitinurhaliza,henrygolding,0.12986356,False,ArcFace
aziz-aaron-image.jpg,aaronaziz,henrygolding,0.12668952,False,ArcFace
aaron-filem.jpg,aaronaziz,urassayasperbund,0.13057844,False,ArcFace
Untitled-design-21-300x300.jpg,aaronaziz,urassayasperbund,0.12867394,False,ArcFace
7n_aaronazizused00.jpg,aaronaziz,yangmi,0.1245633,False,ArcFace
download (13).jpeg,aaronaziz,urassayasperbund,0.12783155,False,ArcFace
images - 2025-07-22T161522.018.jpeg,aaronaziz,urassayasperbund,0.12987882,False,ArcFace
images - 2025-07-22T161522.122.jpeg,aaronaziz,yangmi,0.12457023,False,ArcFace
images - 2025-07-22T161521.796.jpeg,aaronaziz,urassayasperbund,0.12922476,False,ArcFace
images - 2025-07-22T161521.865.jpeg,aaronaziz,henrygolding,0.1222212,False,ArcFace
dc-Cover-lgsc3nse3kkcoi86401hlcj8e6-20170308230122.Medi.jpeg,aaronaziz,urassayasperbund,0.1280259,False,ArcFace
images - 2025-07-22T161521.842.jpeg,aaronaziz,yangmi,0.12207909,False,ArcFace
download (7).jpeg,aaronaziz,urassayasperbund,0.12791675,False,ArcFace
images (18).jpeg,aaronaziz,henrygolding,0.12643656,False,ArcFace
download (11).jpeg,aaronaziz,urassayasperbund,0.12868245,False,ArcFace
images (4).jpeg,aaronaziz,sitinurhaliza,0.6509744,False,ArcFace
images - 2025-07-22T161521.927.jpeg,aaronaziz,urassayasperbund,0.12951784,False,ArcFace
images - 2025-07-22T161521.811.jpeg,aaronaziz,yangmi,0.12092916,False,ArcFace
download (12).jpeg,aaronaziz,henrygolding,0.12137126,False,ArcFace
images (28).jpeg,aaronaziz,yangmi,0.12420787,False,ArcFace
images (48).jpeg,aaronaziz,henrygolding,0.12647328,False,ArcFace
images - 2025-07-22T161522.164.jpeg,aaronaziz,urassayasperbund,0.12925892,False,ArcFace
