image_path,true_celebrity,predicted_celebrity,confidence,correct,model
Irrfan_Khan_May_2015_(cropped).jpg,irrfankhan,yangmi,0.12787937,False,MagFace
images - 2025-07-22T160126.925.jpeg,irrfankhan,yangmi,0.12792262,False,MagFace
images - 2025-07-22T160126.586.jpeg,irrfankhan,yangmi,0.12769683,False,MagFace
images - 2025-07-22T160126.815.jpeg,irrfankhan,yangmi,0.12762445,False,MagFace
images - 2025-07-22T160126.892.jpeg,irrfankhan,henrygolding,0.12735851,False,MagFace
download (22).jpeg,irrfankhan,henrygolding,0.12783241,False,MagFace
images - 2025-07-22T160127.114.jpeg,irrfankhan,henrygolding,0.12733594,False,MagFace
images - 2025-07-22T160126.752.jpeg,irrfankhan,henrygolding,0.13575734,False,MagFace
images - 2025-07-22T160126.988.jpeg,irrfankhan,henrygolding,0.12777084,False,MagFace
images - 2025-07-22T160126.917.jpeg,irrfankhan,yangmi,0.127903,False,MagFace
images (1).jpeg,irrfankhan,henrygolding,0.12999095,False,MagFace
images - 2025-07-22T160126.921.jpeg,irrfankhan,henrygolding,0.12988384,False,MagFace
images (24).jpeg,irrfankhan,henrygolding,0.12715572,False,MagFace
images - 2025-07-22T160126.916.jpeg,irrfankhan,henrygolding,0.12750585,False,MagFace
images - 2025-07-22T160126.816.jpeg,irrfankhan,henrygolding,0.12827036,False,MagFace
images (75).jpeg,irrfankhan,yangmi,0.12830006,False,MagFace
2025 July26 Dato' Sri Siti Nurhaliza Live In Singapore@SISTIC-Event Main Images (mobile) 1146x1146 - Resize.jpg,sitinurhaliza,henrygolding,0.13062942,False,MagFace
olsschlwnss001a.jpg_1731982121.jpg,sitinurhaliza,yangmi,0.12795892,False,MagFace
content_siti-nurhaliza-ozasia.jpg,sitinurhaliza,yangmi,0.12883899,False,MagFace
247094.jpg,sitinurhaliza,yangmi,0.12791538,False,MagFace
siti0623_1194x556New.jpg,sitinurhaliza,henrygolding,0.12779534,False,MagFace
350px-Siti_Nurhaliza_-_Dato'_Siti_Nurhaliza_&_Friends'_Artists_(cropped_2).jpg,sitinurhaliza,sitinurhaliza,0.16732888,True,MagFace
b5e7b8613897ee1cfb01d0a120b9f2af.jpg,sitinurhaliza,yangmi,0.12730315,False,MagFace
1900x1900-000000-80-0-0.jpg,sitinurhaliza,sitinurhaliza,0.14836116,True,MagFace
Siti_Nurhaliza_Performing_Memories_-_Dato'_Siti_Nurhaliza_&_Friends_(cropped_2).jpg,sitinurhaliza,sitinurhaliza,0.99952257,True,MagFace
images - 2025-07-22T152914.087.jpeg,sitinurhaliza,yangmi,0.12740012,False,MagFace
images - 2025-07-22T152914.052.jpeg,sitinurhaliza,henrygolding,0.12745148,False,MagFace
images (3).jpeg,sitinurhaliza,henrygolding,0.13206594,False,MagFace
images - 2025-07-22T152915.218.jpeg,sitinurhaliza,henrygolding,0.12727161,False,MagFace
images - 2025-07-22T152915.213.jpeg,sitinurhaliza,yangmi,0.12746145,False,MagFace
images (33).jpeg,sitinurhaliza,yangmi,0.1297089,False,MagFace
images (61).jpeg,sitinurhaliza,yangmi,0.12839207,False,MagFace
images - 2025-07-22T152915.227.jpeg,sitinurhaliza,yangmi,0.12781502,False,MagFace
images - 2025-07-22T152915.228.jpeg,sitinurhaliza,henrygolding,0.12799181,False,MagFace
download (21).jpeg,sitinurhaliza,yangmi,0.12753831,False,MagFace
images - 2025-07-22T152913.409.jpeg,sitinurhaliza,yangmi,0.12767437,False,MagFace
2415849.jpeg,sitinurhaliza,yangmi,0.12752452,False,MagFace
images - 2025-07-22T152913.578.jpeg,sitinurhaliza,sitinurhaliza,0.2508973,True,MagFace
aziz-aaron-image.jpg,aaronaziz,yangmi,0.1282314,False,MagFace
aaron-filem.jpg,aaronaziz,yangmi,0.12764826,False,MagFace
Untitled-design-21-300x300.jpg,aaronaziz,henrygolding,0.12753572,False,MagFace
7n_aaronazizused00.jpg,aaronaziz,henrygolding,0.12734602,False,MagFace
download (13).jpeg,aaronaziz,henrygolding,0.12740184,False,MagFace
images - 2025-07-22T161522.018.jpeg,aaronaziz,yangmi,0.12767498,False,MagFace
images - 2025-07-22T161522.122.jpeg,aaronaziz,yangmi,0.1280835,False,MagFace
images - 2025-07-22T161521.796.jpeg,aaronaziz,yangmi,0.12723847,False,MagFace
images - 2025-07-22T161521.865.jpeg,aaronaziz,henrygolding,0.13121487,False,MagFace
dc-Cover-lgsc3nse3kkcoi86401hlcj8e6-20170308230122.Medi.jpeg,aaronaziz,yangmi,0.1275678,False,MagFace
images - 2025-07-22T161521.842.jpeg,aaronaziz,henrygolding,0.12772766,False,MagFace
download (7).jpeg,aaronaziz,henrygolding,0.12734859,False,MagFace
images (18).jpeg,aaronaziz,yangmi,0.12930346,False,MagFace
download (11).jpeg,aaronaziz,yangmi,0.12760024,False,MagFace
images (4).jpeg,aaronaziz,sitinurhaliza,0.81966937,False,MagFace
images - 2025-07-22T161521.927.jpeg,aaronaziz,henrygolding,0.12727888,False,MagFace
images - 2025-07-22T161521.811.jpeg,aaronaziz,henrygolding,0.134149,False,MagFace
download (12).jpeg,aaronaziz,henrygolding,0.12763932,False,MagFace
images (28).jpeg,aaronaziz,yangmi,0.12767273,False,MagFace
images (48).jpeg,aaronaziz,yangmi,0.12812759,False,MagFace
images - 2025-07-22T161522.164.jpeg,aaronaziz,yangmi,0.12798907,False,MagFace
