image_path,true_celebrity,predicted_celebrity,confidence,correct,model
download (9).jpeg,henrygolding,yangmi,0.15072095,False,AdaFace
download (11).jpeg,henrygolding,yangmi,0.13980453,False,AdaFace
images - 2025-07-22T154439.529.jpeg,henrygolding,sitinurhaliza,0.33768457,False,AdaFace
images (59).jpeg,henrygolding,yangmi,0.13785757,False,AdaFace
images - 2025-07-22T154439.198.jpeg,henrygolding,yangmi,0.13962299,False,AdaFace
ronny-chieng-martial-arts-comedy-film-project-696x442.jpg,ronnychieng,yangmi,0.14662878,False,AdaFace
Ronny-Chieng-1.jpg,ronnychieng,yangmi,0.15321603,False,AdaFace
maxresdefault (1).jpg,ronnychieng,sitinurhaliza,0.44771832,False,AdaFace
images (20).jpeg,ronnychieng,yangmi,0.15920627,False,AdaFace
images - 2025-07-22T154841.136.jpeg,ronnychieng,yangmi,0.13821122,False,AdaFace
images (7).jpeg,ronnychieng,sitinurhaliza,0.7065329,False,AdaFace
images (43).jpeg,ronnychieng,sitinurhaliza,0.195332,False,AdaFace
images - 2025-07-22T154841.130.jpeg,ronnychieng,sitinurhaliza,0.2913736,False,AdaFace
images (38).jpeg,ronnychieng,yangmi,0.13919096,False,AdaFace
images (15).jpeg,ronnychieng,yangmi,0.14404915,False,AdaFace
download (5).jpeg,ronnychieng,yangmi,0.14799659,False,AdaFace
images - 2025-07-22T154841.440.jpeg,ronnychieng,yangmi,0.14686394,False,AdaFace
images (96).jpeg,ronnychieng,yangmi,0.13944489,False,AdaFace
images (70).jpeg,ronnychieng,yangmi,0.14650765,False,AdaFace
download (9).jpeg,ronnychieng,sitinurhaliza,0.1987418,False,AdaFace
images (89).jpeg,ronnychieng,yangmi,0.15212257,False,AdaFace
images - 2025-07-22T154841.120.jpeg,ronnychieng,sitinurhaliza,0.2592662,False,AdaFace
images - 2025-07-22T154841.350.jpeg,ronnychieng,yangmi,0.13713829,False,AdaFace
GONG-LI_Head-of-Jury-for-the-55th-GHA-e1531859364238.jpg,gongli,yangmi,0.13581747,False,AdaFace
hq720.jpg,gongli,yangmi,0.1373882,False,AdaFace
250px-Gong_Li_Cannes_2011.jpg,gongli,yangmi,0.15223816,False,AdaFace
001ec9790963150dec6d00.jpg,gongli,yangmi,0.1396905,False,AdaFace
images - 2025-07-22T155411.111.jpeg,gongli,yangmi,0.14501038,False,AdaFace
images - 2025-07-22T155411.098.jpeg,gongli,yangmi,0.14813946,False,AdaFace
images (27).jpeg,gongli,yangmi,0.1432239,False,AdaFace
images - 2025-07-22T155411.125.jpeg,gongli,yangmi,0.14479628,False,AdaFace
images - 2025-07-22T155411.288.jpeg,gongli,yangmi,0.1426874,False,AdaFace
images - 2025-07-22T155411.116.jpeg,gongli,yangmi,0.14136578,False,AdaFace
images - 2025-07-22T155411.131.jpeg,gongli,yangmi,0.14104725,False,AdaFace
download (7).jpeg,gongli,yangmi,0.1381373,False,AdaFace
images (6).jpeg,gongli,yangmi,0.15556425,False,AdaFace
download (11).jpeg,gongli,yangmi,0.13461733,False,AdaFace
images (37).jpeg,gongli,yangmi,0.1491293,False,AdaFace
images - 2025-07-22T155411.369.jpeg,gongli,yangmi,0.13956062,False,AdaFace
09ca4912922019f7ac585b75c65fa134.jpg,yangmi,yangmi,0.13706923,True,AdaFace
images - 2025-07-22T165147.336.jpeg,yangmi,yangmi,0.14423433,True,AdaFace
images - 2025-07-22T165147.948.jpeg,yangmi,yangmi,0.14309692,True,AdaFace
download (6).jpeg,yangmi,yangmi,0.14232007,True,AdaFace
images - 2025-07-22T165147.444.jpeg,yangmi,yangmi,0.13797954,True,AdaFace
images (87).jpeg,yangmi,yangmi,0.15305392,True,AdaFace
download (10).jpeg,yangmi,yangmi,0.141844,True,AdaFace
download (22).jpeg,yangmi,yangmi,0.14049757,True,AdaFace
images - 2025-07-22T165147.029.jpeg,yangmi,yangmi,0.14332236,True,AdaFace
images (33).jpeg,yangmi,yangmi,0.14874111,True,AdaFace
images - 2025-07-22T165147.932.jpeg,yangmi,yangmi,0.13788557,True,AdaFace
images - 2025-07-22T165147.196.jpeg,yangmi,yangmi,0.14579944,True,AdaFace
images - 2025-07-22T165147.907.jpeg,yangmi,yangmi,0.14905235,True,AdaFace
images - 2025-07-22T165147.146.jpeg,yangmi,yangmi,0.14347342,True,AdaFace
images - 2025-07-22T165147.060.jpeg,yangmi,yangmi,0.13895479,True,AdaFace
images - 2025-07-22T165147.239.jpeg,yangmi,yangmi,0.13535552,True,AdaFace
images - 2025-07-22T165147.911.jpeg,yangmi,yangmi,0.13613044,True,AdaFace
images - 2025-07-22T165147.205.jpeg,yangmi,yangmi,0.14021882,True,AdaFace
images - 2025-07-22T165147.145.jpeg,yangmi,yangmi,0.13726784,True,AdaFace
download (9).jpeg,yangmi,yangmi,0.13938129,True,AdaFace
download (20).jpeg,yangmi,yangmi,0.14247899,True,AdaFace
images (2).jpeg,yangmi,yangmi,0.14709549,True,AdaFace
images - 2025-07-22T165146.881.jpeg,yangmi,yangmi,0.14487414,True,AdaFace
images (93).jpeg,yangmi,yangmi,0.15001477,True,AdaFace
images (60).jpeg,yangmi,yangmi,0.15226817,True,AdaFace
images - 2025-07-22T165146.930.jpeg,yangmi,yangmi,0.13573577,True,AdaFace
dd259ba8-c64c-11ea-86df-6d561651b5f4_image_hires_182236.jpg,priyankachopra,yangmi,0.13717663,False,AdaFace
Priyanka-Chopra-on-straddling-Bollywood-and-Hollywood-To-be-able-to-work-in-two-of-the-largest-film-industries-in-the-world….jpg,priyankachopra,yangmi,0.14212306,False,AdaFace
images - 2025-07-22T160420.760.jpeg,priyankachopra,yangmi,0.15205957,False,AdaFace
images - 2025-07-22T160420.982.jpeg,priyankachopra,yangmi,0.13385577,False,AdaFace
images (47).jpeg,priyankachopra,yangmi,0.1540857,False,AdaFace
download (6).jpeg,priyankachopra,yangmi,0.15685967,False,AdaFace
images - 2025-07-22T160420.629.jpeg,priyankachopra,yangmi,0.13804637,False,AdaFace
images (3).jpeg,priyankachopra,yangmi,0.13463354,False,AdaFace
images (85).jpeg,priyankachopra,yangmi,0.15005377,False,AdaFace
images - 2025-07-22T160420.370.jpeg,priyankachopra,yangmi,0.1386337,False,AdaFace
images (15).jpeg,priyankachopra,yangmi,0.13750714,False,AdaFace
images (82).jpeg,priyankachopra,yangmi,0.14308135,False,AdaFace
download (17).jpeg,priyankachopra,yangmi,0.13861212,False,AdaFace
images - 2025-07-22T160420.614.jpeg,priyankachopra,yangmi,0.13664213,False,AdaFace
download (16).jpeg,priyankachopra,yangmi,0.14992373,False,AdaFace
images - 2025-07-22T160420.770.jpeg,priyankachopra,yangmi,0.13825718,False,AdaFace
images (32).jpeg,priyankachopra,sitinurhaliza,0.28231385,False,AdaFace
images - 2025-07-22T160420.627.jpeg,priyankachopra,yangmi,0.13880141,False,AdaFace
images (37).jpeg,priyankachopra,yangmi,0.14676468,False,AdaFace
images (60).jpeg,priyankachopra,yangmi,0.15339269,False,AdaFace
images (8).jpeg,priyankachopra,yangmi,0.14877726,False,AdaFace
images - 2025-07-22T160420.759.jpeg,priyankachopra,yangmi,0.1343741,False,AdaFace
Irrfan-Khan-1-2024-04-c1507bcf500dd70d642d0b363464406b.jpg,irrfankhan,sitinurhaliza,0.15497823,False,AdaFace
maxresdefault.jpg,irrfankhan,sitinurhaliza,0.33935025,False,AdaFace
irrfan-khan-dead.jpg,irrfankhan,yangmi,0.15307637,False,AdaFace
d1d32f46d80205a1a504580779c886bc.jpg,irrfankhan,yangmi,0.1415038,False,AdaFace
irrfan-khan_640x480_81495104135.jpg,irrfankhan,yangmi,0.14431123,False,AdaFace
Irrfan_Khan_May_2015_(cropped).jpg,irrfankhan,yangmi,0.13854674,False,AdaFace
images - 2025-07-22T160126.925.jpeg,irrfankhan,yangmi,0.13982041,False,AdaFace
images - 2025-07-22T160126.586.jpeg,irrfankhan,yangmi,0.13907008,False,AdaFace
images - 2025-07-22T160126.815.jpeg,irrfankhan,yangmi,0.14088261,False,AdaFace
images - 2025-07-22T160126.892.jpeg,irrfankhan,yangmi,0.14247747,False,AdaFace
download (22).jpeg,irrfankhan,yangmi,0.13608554,False,AdaFace
images - 2025-07-22T160127.114.jpeg,irrfankhan,yangmi,0.13695858,False,AdaFace
images - 2025-07-22T160126.752.jpeg,irrfankhan,sitinurhaliza,0.29998687,False,AdaFace
images - 2025-07-22T160126.988.jpeg,irrfankhan,yangmi,0.13749515,False,AdaFace
images - 2025-07-22T160126.917.jpeg,irrfankhan,yangmi,0.14899671,False,AdaFace
images (1).jpeg,irrfankhan,sitinurhaliza,0.32813,False,AdaFace
images - 2025-07-22T160126.921.jpeg,irrfankhan,sitinurhaliza,0.2930697,False,AdaFace
images (24).jpeg,irrfankhan,yangmi,0.14221756,False,AdaFace
images - 2025-07-22T160126.916.jpeg,irrfankhan,yangmi,0.13937101,False,AdaFace
images - 2025-07-22T160126.816.jpeg,irrfankhan,yangmi,0.15700522,False,AdaFace
images (75).jpeg,irrfankhan,yangmi,0.13857692,False,AdaFace
2025 July26 Dato' Sri Siti Nurhaliza Live In Singapore@SISTIC-Event Main Images (mobile) 1146x1146 - Resize.jpg,sitinurhaliza,yangmi,0.15787145,False,AdaFace
olsschlwnss001a.jpg_1731982121.jpg,sitinurhaliza,yangmi,0.1375035,False,AdaFace
content_siti-nurhaliza-ozasia.jpg,sitinurhaliza,yangmi,0.1453454,False,AdaFace
247094.jpg,sitinurhaliza,yangmi,0.14915666,False,AdaFace
siti0623_1194x556New.jpg,sitinurhaliza,yangmi,0.14823867,False,AdaFace
350px-Siti_Nurhaliza_-_Dato'_Siti_Nurhaliza_&_Friends'_Artists_(cropped_2).jpg,sitinurhaliza,sitinurhaliza,0.2878231,True,AdaFace
b5e7b8613897ee1cfb01d0a120b9f2af.jpg,sitinurhaliza,yangmi,0.14586018,False,AdaFace
1900x1900-000000-80-0-0.jpg,sitinurhaliza,yangmi,0.14334708,False,AdaFace
Siti_Nurhaliza_Performing_Memories_-_Dato'_Siti_Nurhaliza_&_Friends_(cropped_2).jpg,sitinurhaliza,sitinurhaliza,0.597668,True,AdaFace
images - 2025-07-22T152914.087.jpeg,sitinurhaliza,yangmi,0.14088167,False,AdaFace
images - 2025-07-22T152914.052.jpeg,sitinurhaliza,yangmi,0.1427438,False,AdaFace
images (3).jpeg,sitinurhaliza,yangmi,0.14013903,False,AdaFace
images - 2025-07-22T152915.218.jpeg,sitinurhaliza,yangmi,0.13809259,False,AdaFace
images - 2025-07-22T152915.213.jpeg,sitinurhaliza,yangmi,0.13997173,False,AdaFace
images (33).jpeg,sitinurhaliza,yangmi,0.15641692,False,AdaFace
images (61).jpeg,sitinurhaliza,yangmi,0.1515981,False,AdaFace
images - 2025-07-22T152915.227.jpeg,sitinurhaliza,yangmi,0.14103712,False,AdaFace
images - 2025-07-22T152915.228.jpeg,sitinurhaliza,yangmi,0.14496385,False,AdaFace
download (21).jpeg,sitinurhaliza,yangmi,0.136924,False,AdaFace
images - 2025-07-22T152913.409.jpeg,sitinurhaliza,yangmi,0.1390724,False,AdaFace
2415849.jpeg,sitinurhaliza,yangmi,0.13792704,False,AdaFace
images - 2025-07-22T152913.578.jpeg,sitinurhaliza,yangmi,0.14886835,False,AdaFace
aziz-aaron-image.jpg,aaronaziz,yangmi,0.1476844,False,AdaFace
aaron-filem.jpg,aaronaziz,yangmi,0.13974452,False,AdaFace
Untitled-design-21-300x300.jpg,aaronaziz,yangmi,0.13899532,False,AdaFace
7n_aaronazizused00.jpg,aaronaziz,yangmi,0.1421989,False,AdaFace
download (13).jpeg,aaronaziz,yangmi,0.14248993,False,AdaFace
images - 2025-07-22T161522.018.jpeg,aaronaziz,yangmi,0.14131503,False,AdaFace
images - 2025-07-22T161522.122.jpeg,aaronaziz,yangmi,0.14345363,False,AdaFace
images - 2025-07-22T161521.796.jpeg,aaronaziz,yangmi,0.13608758,False,AdaFace
images - 2025-07-22T161521.865.jpeg,aaronaziz,yangmi,0.15100715,False,AdaFace
dc-Cover-lgsc3nse3kkcoi86401hlcj8e6-20170308230122.Medi.jpeg,aaronaziz,yangmi,0.1394168,False,AdaFace
images - 2025-07-22T161521.842.jpeg,aaronaziz,yangmi,0.14189374,False,AdaFace
download (7).jpeg,aaronaziz,yangmi,0.14402626,False,AdaFace
images (18).jpeg,aaronaziz,yangmi,0.15224455,False,AdaFace
download (11).jpeg,aaronaziz,yangmi,0.13864863,False,AdaFace
images (4).jpeg,aaronaziz,sitinurhaliza,0.19311318,False,AdaFace
images - 2025-07-22T161521.927.jpeg,aaronaziz,yangmi,0.13939387,False,AdaFace
images - 2025-07-22T161521.811.jpeg,aaronaziz,yangmi,0.15245299,False,AdaFace
download (12).jpeg,aaronaziz,yangmi,0.14590317,False,AdaFace
images (28).jpeg,aaronaziz,yangmi,0.14002876,False,AdaFace
images (48).jpeg,aaronaziz,yangmi,0.14976652,False,AdaFace
images - 2025-07-22T161522.164.jpeg,aaronaziz,yangmi,0.14820191,False,AdaFace
