image_path,true_celebrity,predicted_celebrity,confidence,correct,model
images - 2025-07-22T165147.196.jpeg,yangmi,sitinurhaliza,0.176732,False,SphereFace
images - 2025-07-22T165147.907.jpeg,yangmi,yangmi,0.13363948,True,SphereFace
images - 2025-07-22T165147.146.jpeg,yangmi,yangmi,0.14023456,True,SphereFace
images - 2025-07-22T165147.060.jpeg,yangmi,yangmi,0.13074967,True,SphereFace
images - 2025-07-22T165147.239.jpeg,yangmi,yangmi,0.13415755,True,SphereFace
images - 2025-07-22T165147.911.jpeg,yangmi,yangmi,0.13036822,True,SphereFace
images - 2025-07-22T165147.205.jpeg,yangmi,yangmi,0.1334862,True,SphereFace
images - 2025-07-22T165147.145.jpeg,yangmi,yangmi,0.13611014,True,SphereFace
download (9).jpeg,yangmi,yangmi,0.13947558,True,SphereFace
download (20).jpeg,yangmi,yangmi,0.13629968,True,SphereFace
images (2).jpeg,yangmi,yangmi,0.13066992,True,SphereFace
images - 2025-07-22T165146.881.jpeg,yangmi,yangmi,0.13178536,True,SphereFace
images (93).jpeg,yangmi,sitinurhaliza,0.13393877,False,SphereFace
images (60).jpeg,yangmi,yangmi,0.12805288,True,SphereFace
images - 2025-07-22T165146.930.jpeg,yangmi,yangmi,0.13154711,True,SphereFace
dd259ba8-c64c-11ea-86df-6d561651b5f4_image_hires_182236.jpg,priyankachopra,yangmi,0.13134605,False,SphereFace
Priyanka-Chopra-on-straddling-Bollywood-and-Hollywood-To-be-able-to-work-in-two-of-the-largest-film-industries-in-the-world….jpg,priyankachopra,yangmi,0.11986822,False,SphereFace
images - 2025-07-22T160420.760.jpeg,priyankachopra,yangmi,0.13771664,False,SphereFace
images - 2025-07-22T160420.982.jpeg,priyankachopra,henrygolding,0.12857363,False,SphereFace
images (47).jpeg,priyankachopra,sitinurhaliza,0.146363,False,SphereFace
download (6).jpeg,priyankachopra,henrygolding,0.12040342,False,SphereFace
images - 2025-07-22T160420.629.jpeg,priyankachopra,yangmi,0.13095486,False,SphereFace
images (3).jpeg,priyankachopra,yangmi,0.13077833,False,SphereFace
images (85).jpeg,priyankachopra,yangmi,0.1302749,False,SphereFace
images - 2025-07-22T160420.370.jpeg,priyankachopra,yangmi,0.13202135,False,SphereFace
images (15).jpeg,priyankachopra,yangmi,0.13737774,False,SphereFace
images (82).jpeg,priyankachopra,yangmi,0.13793711,False,SphereFace
download (17).jpeg,priyankachopra,yangmi,0.13136004,False,SphereFace
images - 2025-07-22T160420.614.jpeg,priyankachopra,yangmi,0.12844418,False,SphereFace
download (16).jpeg,priyankachopra,henrygolding,0.12684977,False,SphereFace
images - 2025-07-22T160420.770.jpeg,priyankachopra,yangmi,0.13714989,False,SphereFace
images (32).jpeg,priyankachopra,sitinurhaliza,0.66888815,False,SphereFace
images - 2025-07-22T160420.627.jpeg,priyankachopra,yangmi,0.12795071,False,SphereFace
images (37).jpeg,priyankachopra,henrygolding,0.12661228,False,SphereFace
images (60).jpeg,priyankachopra,sitinurhaliza,0.33068156,False,SphereFace
images (8).jpeg,priyankachopra,yangmi,0.13233997,False,SphereFace
images - 2025-07-22T160420.759.jpeg,priyankachopra,yangmi,0.12956233,False,SphereFace
Irrfan-Khan-1-2024-04-c1507bcf500dd70d642d0b363464406b.jpg,irrfankhan,sitinurhaliza,0.15592992,False,SphereFace
maxresdefault.jpg,irrfankhan,sitinurhaliza,0.17353155,False,SphereFace
irrfan-khan-dead.jpg,irrfankhan,sitinurhaliza,0.6320616,False,SphereFace
d1d32f46d80205a1a504580779c886bc.jpg,irrfankhan,yangmi,0.13683903,False,SphereFace
irrfan-khan_640x480_81495104135.jpg,irrfankhan,yangmi,0.13193408,False,SphereFace
Irrfan_Khan_May_2015_(cropped).jpg,irrfankhan,yangmi,0.13502437,False,SphereFace
images - 2025-07-22T160126.925.jpeg,irrfankhan,yangmi,0.13134244,False,SphereFace
images - 2025-07-22T160126.586.jpeg,irrfankhan,yangmi,0.13153271,False,SphereFace
images - 2025-07-22T160126.815.jpeg,irrfankhan,yangmi,0.13540111,False,SphereFace
images - 2025-07-22T160126.892.jpeg,irrfankhan,yangmi,0.1353092,False,SphereFace
download (22).jpeg,irrfankhan,yangmi,0.12823346,False,SphereFace
images - 2025-07-22T160127.114.jpeg,irrfankhan,yangmi,0.13118766,False,SphereFace
images - 2025-07-22T160126.752.jpeg,irrfankhan,sitinurhaliza,0.19439569,False,SphereFace
images - 2025-07-22T160126.988.jpeg,irrfankhan,yangmi,0.13214701,False,SphereFace
images - 2025-07-22T160126.917.jpeg,irrfankhan,yangmi,0.1359457,False,SphereFace
images (1).jpeg,irrfankhan,sitinurhaliza,0.6182855,False,SphereFace
images - 2025-07-22T160126.921.jpeg,irrfankhan,sitinurhaliza,0.17339292,False,SphereFace
images (24).jpeg,irrfankhan,yangmi,0.13016373,False,SphereFace
images - 2025-07-22T160126.916.jpeg,irrfankhan,yangmi,0.13070258,False,SphereFace
images - 2025-07-22T160126.816.jpeg,irrfankhan,yangmi,0.13088343,False,SphereFace
images (75).jpeg,irrfankhan,yangmi,0.14243314,False,SphereFace
2025 July26 Dato' Sri Siti Nurhaliza Live In Singapore@SISTIC-Event Main Images (mobile) 1146x1146 - Resize.jpg,sitinurhaliza,yangmi,0.12319882,False,SphereFace
olsschlwnss001a.jpg_1731982121.jpg,sitinurhaliza,yangmi,0.13945153,False,SphereFace
content_siti-nurhaliza-ozasia.jpg,sitinurhaliza,sitinurhaliza,0.12145972,True,SphereFace
247094.jpg,sitinurhaliza,yangmi,0.12888896,False,SphereFace
siti0623_1194x556New.jpg,sitinurhaliza,henrygolding,0.12523437,False,SphereFace
350px-Siti_Nurhaliza_-_Dato'_Siti_Nurhaliza_&_Friends'_Artists_(cropped_2).jpg,sitinurhaliza,sitinurhaliza,0.1490674,True,SphereFace
b5e7b8613897ee1cfb01d0a120b9f2af.jpg,sitinurhaliza,yangmi,0.12879202,False,SphereFace
1900x1900-000000-80-0-0.jpg,sitinurhaliza,henrygolding,0.12093914,False,SphereFace
Siti_Nurhaliza_Performing_Memories_-_Dato'_Siti_Nurhaliza_&_Friends_(cropped_2).jpg,sitinurhaliza,sitinurhaliza,0.99964213,True,SphereFace
images - 2025-07-22T152914.087.jpeg,sitinurhaliza,henrygolding,0.124990284,False,SphereFace
images - 2025-07-22T152914.052.jpeg,sitinurhaliza,sitinurhaliza,0.13436376,True,SphereFace
images (3).jpeg,sitinurhaliza,sitinurhaliza,0.13638838,True,SphereFace
images - 2025-07-22T152915.218.jpeg,sitinurhaliza,yangmi,0.13723081,False,SphereFace
images - 2025-07-22T152915.213.jpeg,sitinurhaliza,yangmi,0.13246252,False,SphereFace
images (33).jpeg,sitinurhaliza,yangmi,0.13569601,False,SphereFace
images (61).jpeg,sitinurhaliza,sitinurhaliza,0.16488035,True,SphereFace
images - 2025-07-22T152915.227.jpeg,sitinurhaliza,yangmi,0.13553672,False,SphereFace
images - 2025-07-22T152915.228.jpeg,sitinurhaliza,henrygolding,0.12823327,False,SphereFace
download (21).jpeg,sitinurhaliza,yangmi,0.12843227,False,SphereFace
images - 2025-07-22T152913.409.jpeg,sitinurhaliza,yangmi,0.13189825,False,SphereFace
2415849.jpeg,sitinurhaliza,yangmi,0.13000494,False,SphereFace
images - 2025-07-22T152913.578.jpeg,sitinurhaliza,yangmi,0.13038827,False,SphereFace
aziz-aaron-image.jpg,aaronaziz,yangmi,0.13597083,False,SphereFace
aaron-filem.jpg,aaronaziz,yangmi,0.14196864,False,SphereFace
Untitled-design-21-300x300.jpg,aaronaziz,yangmi,0.13080609,False,SphereFace
7n_aaronazizused00.jpg,aaronaziz,henrygolding,0.12598205,False,SphereFace
download (13).jpeg,aaronaziz,yangmi,0.1315488,False,SphereFace
images - 2025-07-22T161522.018.jpeg,aaronaziz,yangmi,0.13165388,False,SphereFace
images - 2025-07-22T161522.122.jpeg,aaronaziz,yangmi,0.13688065,False,SphereFace
images - 2025-07-22T161521.796.jpeg,aaronaziz,yangmi,0.13213024,False,SphereFace
images - 2025-07-22T161521.865.jpeg,aaronaziz,yangmi,0.124941796,False,SphereFace
dc-Cover-lgsc3nse3kkcoi86401hlcj8e6-20170308230122.Medi.jpeg,aaronaziz,yangmi,0.13211508,False,SphereFace
images - 2025-07-22T161521.842.jpeg,aaronaziz,henrygolding,0.12774532,False,SphereFace
download (7).jpeg,aaronaziz,yangmi,0.1309991,False,SphereFace
images (18).jpeg,aaronaziz,sitinurhaliza,0.14894558,False,SphereFace
download (11).jpeg,aaronaziz,yangmi,0.13283478,False,SphereFace
images (4).jpeg,aaronaziz,yangmi,0.12971431,False,SphereFace
images - 2025-07-22T161521.927.jpeg,aaronaziz,yangmi,0.13428335,False,SphereFace
images - 2025-07-22T161521.811.jpeg,aaronaziz,henrygolding,0.12469625,False,SphereFace
download (12).jpeg,aaronaziz,henrygolding,0.12443478,False,SphereFace
images (28).jpeg,aaronaziz,yangmi,0.13357219,False,SphereFace
images (48).jpeg,aaronaziz,sitinurhaliza,0.12043182,False,SphereFace
images - 2025-07-22T161522.164.jpeg,aaronaziz,yangmi,0.14463884,False,SphereFace
