image_path,true_celebrity,predicted_celebrity,confidence,correct,model,classifier
images - 2025-07-22T165146.930.jpeg,yangmi,priyankachopra,0.8675302,False,CosFace,prototype
images - 2025-07-22T160126.925.jpeg,irrfankhan,gongli,0.82120097,False,CosFace,prototype
images - 2025-07-22T160126.586.jpeg,irrfankhan,irrfankhan,0.8538084,True,CosFace,prototype
images - 2025-07-22T160126.815.jpeg,irrfankhan,henrygolding,0.79534924,False,CosFace,prototype
images - 2025-07-22T160126.892.jpeg,irrfankhan,irrfankhan,0.78067213,True,CosFace,prototype
Irrfan-Khan-1-2024-04-c1507bcf500dd70d642d0b363464406b.jpg,irrfankhan,ronnychieng,0.86215556,False,CosFace,prototype
download (22).jpeg,irrfankhan,irrfankhan,0.803049,True,CosFace,prototype
images - 2025-07-22T160127.114.jpeg,irrfankhan,irrfankhan,0.8155601,True,CosFace,prototype
images - 2025-07-22T160126.752.jpeg,irrfankhan,irrfankhan,0.8048918,True,CosFace,prototype
maxresdefault.jpg,irrfankhan,priyankachopra,0.698009,False,CosFace,prototype
irrfan-khan-dead.jpg,irrfankhan,irrfankhan,0.82784444,True,CosFace,prototype
images - 2025-07-22T160126.988.jpeg,irrfankhan,ronnychieng,0.85532,False,CosFace,prototype
d1d32f46d80205a1a504580779c886bc.jpg,irrfankhan,aaronaziz,0.8295903,False,CosFace,prototype
images - 2025-07-22T160126.917.jpeg,irrfankhan,gongli,0.84505916,False,CosFace,prototype
images (1).jpeg,irrfankhan,irrfankhan,0.83273727,True,CosFace,prototype
irrfan-khan_640x480_81495104135.jpg,irrfankhan,henrygolding,0.74755687,False,CosFace,prototype
images - 2025-07-22T160126.921.jpeg,irrfankhan,irrfankhan,0.8360028,True,CosFace,prototype
images (24).jpeg,irrfankhan,irrfankhan,0.7365073,True,CosFace,prototype
images - 2025-07-22T160126.916.jpeg,irrfankhan,irrfankhan,0.89932525,True,CosFace,prototype
Irrfan_Khan_May_2015_(cropped).jpg,irrfankhan,irrfankhan,0.9158611,True,CosFace,prototype
images - 2025-07-22T160126.816.jpeg,irrfankhan,gongli,0.86301863,False,CosFace,prototype
images (75).jpeg,irrfankhan,henrygolding,0.78230566,False,CosFace,prototype
images - 2025-07-22T160420.760.jpeg,priyankachopra,urassayasperbund,0.87973547,False,CosFace,prototype
images - 2025-07-22T160420.982.jpeg,priyankachopra,priyankachopra,0.9272692,True,CosFace,prototype
images (47).jpeg,priyankachopra,priyankachopra,0.9037195,True,CosFace,prototype
download (6).jpeg,priyankachopra,priyankachopra,0.8688329,True,CosFace,prototype
images - 2025-07-22T160420.629.jpeg,priyankachopra,priyankachopra,0.87801373,True,CosFace,prototype
images (3).jpeg,priyankachopra,priyankachopra,0.90690947,True,CosFace,prototype
images (85).jpeg,priyankachopra,priyankachopra,0.891091,True,CosFace,prototype
images - 2025-07-22T160420.370.jpeg,priyankachopra,irrfankhan,0.8555888,False,CosFace,prototype
dd259ba8-c64c-11ea-86df-6d561651b5f4_image_hires_182236.jpg,priyankachopra,priyankachopra,0.9054895,True,CosFace,prototype
images (15).jpeg,priyankachopra,aaronaziz,0.80140984,False,CosFace,prototype
images (82).jpeg,priyankachopra,priyankachopra,0.8683374,True,CosFace,prototype
download (17).jpeg,priyankachopra,priyankachopra,0.9045244,True,CosFace,prototype
images - 2025-07-22T160420.614.jpeg,priyankachopra,irrfankhan,0.89784604,False,CosFace,prototype
download (16).jpeg,priyankachopra,priyankachopra,0.9244086,True,CosFace,prototype
images - 2025-07-22T160420.770.jpeg,priyankachopra,irrfankhan,0.7519997,False,CosFace,prototype
images (32).jpeg,priyankachopra,priyankachopra,0.8416935,True,CosFace,prototype
Priyanka-Chopra-on-straddling-Bollywood-and-Hollywood-To-be-able-to-work-in-two-of-the-largest-film-industries-in-the-world….jpg,priyankachopra,priyankachopra,0.902677,True,CosFace,prototype
images - 2025-07-22T160420.627.jpeg,priyankachopra,priyankachopra,0.92144436,True,CosFace,prototype
images (37).jpeg,priyankachopra,henrygolding,0.8227265,False,CosFace,prototype
images (60).jpeg,priyankachopra,priyankachopra,0.8831506,True,CosFace,prototype
images (8).jpeg,priyankachopra,priyankachopra,0.87255627,True,CosFace,prototype
images - 2025-07-22T160420.759.jpeg,priyankachopra,priyankachopra,0.9329715,True,CosFace,prototype
download (13).jpeg,aaronaziz,aaronaziz,0.7802291,True,CosFace,prototype
aziz-aaron-image.jpg,aaronaziz,urassayasperbund,0.73047054,False,CosFace,prototype
aaron-filem.jpg,aaronaziz,aaronaziz,0.7282257,True,CosFace,prototype
Untitled-design-21-300x300.jpg,aaronaziz,henrygolding,0.82074034,False,CosFace,prototype
images - 2025-07-22T161522.018.jpeg,aaronaziz,aaronaziz,0.8025406,True,CosFace,prototype
images - 2025-07-22T161522.122.jpeg,aaronaziz,henrygolding,0.86711395,False,CosFace,prototype
images - 2025-07-22T161521.796.jpeg,aaronaziz,aaronaziz,0.6728884,True,CosFace,prototype
7n_aaronazizused00.jpg,aaronaziz,henrygolding,0.79345846,False,CosFace,prototype
images - 2025-07-22T161521.865.jpeg,aaronaziz,sitinurhaliza,0.7239485,False,CosFace,prototype
dc-Cover-lgsc3nse3kkcoi86401hlcj8e6-20170308230122.Medi.jpeg,aaronaziz,aaronaziz,0.64920914,True,CosFace,prototype
images - 2025-07-22T161521.842.jpeg,aaronaziz,priyankachopra,0.80017924,False,CosFace,prototype
download (7).jpeg,aaronaziz,henrygolding,0.8459389,False,CosFace,prototype
images (18).jpeg,aaronaziz,aaronaziz,0.64954776,True,CosFace,prototype
download (11).jpeg,aaronaziz,aaronaziz,0.593675,True,CosFace,prototype
images (4).jpeg,aaronaziz,aaronaziz,0.8845945,True,CosFace,prototype
images - 2025-07-22T161521.927.jpeg,aaronaziz,aaronaziz,0.6939807,True,CosFace,prototype
images - 2025-07-22T161521.811.jpeg,aaronaziz,aaronaziz,0.887105,True,CosFace,prototype
download (12).jpeg,aaronaziz,urassayasperbund,0.7114023,False,CosFace,prototype
images (28).jpeg,aaronaziz,ronnychieng,0.80200976,False,CosFace,prototype
images (48).jpeg,aaronaziz,ronnychieng,0.8309623,False,CosFace,prototype
images - 2025-07-22T161522.164.jpeg,aaronaziz,henrygolding,0.8141245,False,CosFace,prototype
2025 July26 Dato' Sri Siti Nurhaliza Live In Singapore@SISTIC-Event Main Images (mobile) 1146x1146 - Resize.jpg,sitinurhaliza,sitinurhaliza,0.603865,True,CosFace,prototype
images - 2025-07-22T152914.087.jpeg,sitinurhaliza,priyankachopra,0.8714522,False,CosFace,prototype
images - 2025-07-22T152914.052.jpeg,sitinurhaliza,priyankachopra,0.86958075,False,CosFace,prototype
images (3).jpeg,sitinurhaliza,sitinurhaliza,0.62247264,True,CosFace,prototype
olsschlwnss001a.jpg_1731982121.jpg,sitinurhaliza,sitinurhaliza,0.5462996,True,CosFace,prototype
images - 2025-07-22T152915.218.jpeg,sitinurhaliza,priyankachopra,0.8714793,False,CosFace,prototype
images - 2025-07-22T152915.213.jpeg,sitinurhaliza,sitinurhaliza,0.77651864,True,CosFace,prototype
images (33).jpeg,sitinurhaliza,sitinurhaliza,0.63443536,True,CosFace,prototype
images (61).jpeg,sitinurhaliza,sitinurhaliza,0.73566365,True,CosFace,prototype
content_siti-nurhaliza-ozasia.jpg,sitinurhaliza,sitinurhaliza,0.4910375,True,CosFace,prototype
images - 2025-07-22T152915.227.jpeg,sitinurhaliza,sitinurhaliza,0.5382318,True,CosFace,prototype
images - 2025-07-22T152915.228.jpeg,sitinurhaliza,sitinurhaliza,0.735536,True,CosFace,prototype
247094.jpg,sitinurhaliza,yangmi,0.7928937,False,CosFace,prototype
siti0623_1194x556New.jpg,sitinurhaliza,sitinurhaliza,0.70104873,True,CosFace,prototype
download (21).jpeg,sitinurhaliza,urassayasperbund,0.79271835,False,CosFace,prototype
images - 2025-07-22T152913.409.jpeg,sitinurhaliza,sitinurhaliza,0.6787136,True,CosFace,prototype
350px-Siti_Nurhaliza_-_Dato'_Siti_Nurhaliza_&_Friends'_Artists_(cropped_2).jpg,sitinurhaliza,sitinurhaliza,0.5472814,True,CosFace,prototype
2415849.jpeg,sitinurhaliza,urassayasperbund,0.8190793,False,CosFace,prototype
images - 2025-07-22T152913.578.jpeg,sitinurhaliza,gongli,0.3615669,False,CosFace,prototype
b5e7b8613897ee1cfb01d0a120b9f2af.jpg,sitinurhaliza,sitinurhaliza,0.6421486,True,CosFace,prototype
1900x1900-000000-80-0-0.jpg,sitinurhaliza,priyankachopra,0.8656032,False,CosFace,prototype
Siti_Nurhaliza_Performing_Memories_-_Dato'_Siti_Nurhaliza_&_Friends_(cropped_2).jpg,sitinurhaliza,sitinurhaliza,0.5404321,True,CosFace,prototype
