image_path,true_celebrity,predicted_celebrity,confidence,correct,model,classifier
images - 2025-07-22T160916.133.jpeg,urassayasperbund,sitinurhaliza,0.9585253,False,ArcFace,1NN
images - 2025-07-22T160915.486.jpeg,urassayasperbund,ronnychieng,0.8054235,False,ArcFace,1NN
download (16).jpeg,urassayasperbund,urassayasperbund,0.9507663,True,ArcFace,1NN
download (21).jpeg,urassayasperbund,urassayasperbund,0.9416151,True,ArcFace,1NN
images - 2025-07-22T160916.128.jpeg,urassayasperbund,urassayasperbund,0.8129587,True,ArcFace,1NN
download (14).jpeg,urassayasperbund,urassayasperbund,0.98667,True,ArcFace,1NN
images (26).jpeg,urassayasperbund,urassayasperbund,0.90276456,True,ArcFace,1NN
download (26).jpeg,urassayasperbund,yangmi,0.8815734,False,ArcFace,1NN
2849b192-75db-43b7-9e73-7bbc0697c5cd_11.jpeg,urassayasperbund,urassayasperbund,0.8720225,True,ArcFace,1NN
images - 2025-07-22T160915.845.jpeg,urassayasperbund,yangmi,0.81858385,False,ArcFace,1NN
urassaya-sperbund-d39bf871-90d2-4bc5-bfb2-c82f127de37-resize-750.jpeg,urassayasperbund,urassayasperbund,0.92256206,True,ArcFace,1NN
urassaya-sperbund-attends-the-louis-vuitton-fallwinter-2023-2024-ready-to-wear-collection-presented-monday-march-6-2023-in-paris-vianney-le-caerinvisionap-2P51JY8.jpg,urassayasperbund,urassayasperbund,0.98215365,True,ArcFace,1NN
images - 2025-07-22T155411.111.jpeg,gongli,yangmi,0.91166747,False,ArcFace,1NN
images - 2025-07-22T155411.098.jpeg,gongli,gongli,0.96025026,True,ArcFace,1NN
images (27).jpeg,gongli,ronnychieng,0.71737945,False,ArcFace,1NN
GONG-LI_Head-of-Jury-for-the-55th-GHA-e1531859364238.jpg,gongli,gongli,0.9887059,True,ArcFace,1NN
images - 2025-07-22T155411.125.jpeg,gongli,priyankachopra,0.9350238,False,ArcFace,1NN
images - 2025-07-22T155411.288.jpeg,gongli,priyankachopra,0.9303895,False,ArcFace,1NN
hq720.jpg,gongli,gongli,0.90649134,True,ArcFace,1NN
images - 2025-07-22T155411.116.jpeg,gongli,priyankachopra,0.94356084,False,ArcFace,1NN
images - 2025-07-22T155411.131.jpeg,gongli,priyankachopra,0.88712156,False,ArcFace,1NN
download (7).jpeg,gongli,henrygolding,0.8719598,False,ArcFace,1NN
250px-Gong_Li_Cannes_2011.jpg,gongli,gongli,0.9607228,True,ArcFace,1NN
images (6).jpeg,gongli,yangmi,0.8502767,False,ArcFace,1NN
download (11).jpeg,gongli,gongli,0.80437756,True,ArcFace,1NN
images (37).jpeg,gongli,henrygolding,0.82394934,False,ArcFace,1NN
001ec9790963150dec6d00.jpg,gongli,gongli,0.7723383,True,ArcFace,1NN
images - 2025-07-22T155411.369.jpeg,gongli,yangmi,0.9413596,False,ArcFace,1NN
images (20).jpeg,ronnychieng,ronnychieng,0.9274756,True,ArcFace,1NN
images - 2025-07-22T154841.136.jpeg,ronnychieng,ronnychieng,0.89744973,True,ArcFace,1NN
images (7).jpeg,ronnychieng,henrygolding,0.8033565,False,ArcFace,1NN
images (43).jpeg,ronnychieng,henrygolding,0.819343,False,ArcFace,1NN
ronny-chieng-martial-arts-comedy-film-project-696x442.jpg,ronnychieng,gongli,0.85275745,False,ArcFace,1NN
images - 2025-07-22T154841.130.jpeg,ronnychieng,henrygolding,0.8884511,False,ArcFace,1NN
images (38).jpeg,ronnychieng,ronnychieng,0.8246492,True,ArcFace,1NN
images (15).jpeg,ronnychieng,henrygolding,0.8181338,False,ArcFace,1NN
download (5).jpeg,ronnychieng,ronnychieng,0.8252715,True,ArcFace,1NN
images - 2025-07-22T154841.440.jpeg,ronnychieng,henrygolding,0.8177153,False,ArcFace,1NN
images (96).jpeg,ronnychieng,sitinurhaliza,0.884047,False,ArcFace,1NN
Ronny-Chieng-1.jpg,ronnychieng,ronnychieng,0.8873576,True,ArcFace,1NN
maxresdefault (1).jpg,ronnychieng,ronnychieng,0.8960482,True,ArcFace,1NN
images (70).jpeg,ronnychieng,ronnychieng,0.83364785,True,ArcFace,1NN
download (9).jpeg,ronnychieng,ronnychieng,0.851192,True,ArcFace,1NN
images (89).jpeg,ronnychieng,ronnychieng,0.84219366,True,ArcFace,1NN
images - 2025-07-22T154841.120.jpeg,ronnychieng,henrygolding,0.8548018,False,ArcFace,1NN
images - 2025-07-22T154841.350.jpeg,ronnychieng,ronnychieng,0.80295265,True,ArcFace,1NN
images - 2025-07-22T165147.336.jpeg,yangmi,yangmi,0.9851968,True,ArcFace,1NN
images - 2025-07-22T165147.948.jpeg,yangmi,yangmi,0.93881506,True,ArcFace,1NN
download (6).jpeg,yangmi,yangmi,0.9627309,True,ArcFace,1NN
images - 2025-07-22T165147.444.jpeg,yangmi,yangmi,0.87666607,True,ArcFace,1NN
images (87).jpeg,yangmi,ronnychieng,0.9142517,False,ArcFace,1NN
download (10).jpeg,yangmi,urassayasperbund,0.8815036,False,ArcFace,1NN
download (22).jpeg,yangmi,sitinurhaliza,0.72962177,False,ArcFace,1NN
images - 2025-07-22T165147.029.jpeg,yangmi,yangmi,0.9093468,True,ArcFace,1NN
images (33).jpeg,yangmi,yangmi,0.832065,True,ArcFace,1NN
images - 2025-07-22T165147.932.jpeg,yangmi,priyankachopra,0.90617085,False,ArcFace,1NN
images - 2025-07-22T165147.196.jpeg,yangmi,yangmi,0.79898524,True,ArcFace,1NN
images - 2025-07-22T165147.907.jpeg,yangmi,yangmi,0.7876576,True,ArcFace,1NN
images - 2025-07-22T165147.146.jpeg,yangmi,urassayasperbund,0.9078604,False,ArcFace,1NN
images - 2025-07-22T165147.060.jpeg,yangmi,henrygolding,0.9068531,False,ArcFace,1NN
images - 2025-07-22T165147.239.jpeg,yangmi,gongli,0.8088724,False,ArcFace,1NN
images - 2025-07-22T165147.911.jpeg,yangmi,priyankachopra,0.9363355,False,ArcFace,1NN
images - 2025-07-22T165147.205.jpeg,yangmi,yangmi,0.9703802,True,ArcFace,1NN
images - 2025-07-22T165147.145.jpeg,yangmi,urassayasperbund,0.82653093,False,ArcFace,1NN
download (9).jpeg,yangmi,yangmi,0.9319999,True,ArcFace,1NN
09ca4912922019f7ac585b75c65fa134.jpg,yangmi,yangmi,0.9524456,True,ArcFace,1NN
download (20).jpeg,yangmi,yangmi,0.8164847,True,ArcFace,1NN
images (2).jpeg,yangmi,yangmi,0.9298965,True,ArcFace,1NN
images - 2025-07-22T165146.881.jpeg,yangmi,priyankachopra,0.8680712,False,ArcFace,1NN
images (93).jpeg,yangmi,urassayasperbund,0.7767156,False,ArcFace,1NN
images (60).jpeg,yangmi,ronnychieng,0.78656673,False,ArcFace,1NN
images - 2025-07-22T165146.930.jpeg,yangmi,sitinurhaliza,0.9418707,False,ArcFace,1NN
images - 2025-07-22T160126.925.jpeg,irrfankhan,irrfankhan,0.79215735,True,ArcFace,1NN
images - 2025-07-22T160126.586.jpeg,irrfankhan,irrfankhan,0.90874386,True,ArcFace,1NN
images - 2025-07-22T160126.815.jpeg,irrfankhan,gongli,0.7536428,False,ArcFace,1NN
images - 2025-07-22T160126.892.jpeg,irrfankhan,irrfankhan,0.8772216,True,ArcFace,1NN
Irrfan-Khan-1-2024-04-c1507bcf500dd70d642d0b363464406b.jpg,irrfankhan,gongli,0.86240065,False,ArcFace,1NN
download (22).jpeg,irrfankhan,yangmi,0.9284768,False,ArcFace,1NN
images - 2025-07-22T160127.114.jpeg,irrfankhan,ronnychieng,0.8980478,False,ArcFace,1NN
images - 2025-07-22T160126.752.jpeg,irrfankhan,irrfankhan,0.951102,True,ArcFace,1NN
maxresdefault.jpg,irrfankhan,irrfankhan,0.9621954,True,ArcFace,1NN
irrfan-khan-dead.jpg,irrfankhan,irrfankhan,0.9556006,True,ArcFace,1NN
images - 2025-07-22T160126.988.jpeg,irrfankhan,ronnychieng,0.8738525,False,ArcFace,1NN
d1d32f46d80205a1a504580779c886bc.jpg,irrfankhan,ronnychieng,0.8096669,False,ArcFace,1NN
images - 2025-07-22T160126.917.jpeg,irrfankhan,henrygolding,0.82672757,False,ArcFace,1NN
images (1).jpeg,irrfankhan,irrfankhan,0.91050595,True,ArcFace,1NN
irrfan-khan_640x480_81495104135.jpg,irrfankhan,henrygolding,0.7974478,False,ArcFace,1NN
images - 2025-07-22T160126.921.jpeg,irrfankhan,henrygolding,0.8283578,False,ArcFace,1NN
images (24).jpeg,irrfankhan,irrfankhan,0.8449664,True,ArcFace,1NN
images - 2025-07-22T160126.916.jpeg,irrfankhan,irrfankhan,0.92696345,True,ArcFace,1NN
Irrfan_Khan_May_2015_(cropped).jpg,irrfankhan,irrfankhan,0.9964485,True,ArcFace,1NN
images - 2025-07-22T160126.816.jpeg,irrfankhan,henrygolding,0.84965146,False,ArcFace,1NN
images (75).jpeg,irrfankhan,irrfankhan,0.80426085,True,ArcFace,1NN
images - 2025-07-22T160420.760.jpeg,priyankachopra,priyankachopra,0.92402244,True,ArcFace,1NN
images - 2025-07-22T160420.982.jpeg,priyankachopra,urassayasperbund,0.95361423,False,ArcFace,1NN
images (47).jpeg,priyankachopra,priyankachopra,0.9365853,True,ArcFace,1NN
download (6).jpeg,priyankachopra,priyankachopra,0.9839752,True,ArcFace,1NN
images - 2025-07-22T160420.629.jpeg,priyankachopra,priyankachopra,0.9493198,True,ArcFace,1NN
images (3).jpeg,priyankachopra,priyankachopra,0.94209975,True,ArcFace,1NN
images (85).jpeg,priyankachopra,priyankachopra,0.9268935,True,ArcFace,1NN
images - 2025-07-22T160420.370.jpeg,priyankachopra,urassayasperbund,0.8975901,False,ArcFace,1NN
dd259ba8-c64c-11ea-86df-6d561651b5f4_image_hires_182236.jpg,priyankachopra,priyankachopra,0.8905808,True,ArcFace,1NN
images (15).jpeg,priyankachopra,priyankachopra,0.81757325,True,ArcFace,1NN
images (82).jpeg,priyankachopra,priyankachopra,0.9060439,True,ArcFace,1NN
download (17).jpeg,priyankachopra,priyankachopra,0.8866043,True,ArcFace,1NN
images - 2025-07-22T160420.614.jpeg,priyankachopra,priyankachopra,0.94133145,True,ArcFace,1NN
download (16).jpeg,priyankachopra,priyankachopra,0.9431008,True,ArcFace,1NN
images - 2025-07-22T160420.770.jpeg,priyankachopra,aaronaziz,0.8117271,False,ArcFace,1NN
images (32).jpeg,priyankachopra,priyankachopra,0.9359273,True,ArcFace,1NN
Priyanka-Chopra-on-straddling-Bollywood-and-Hollywood-To-be-able-to-work-in-two-of-the-largest-film-industries-in-the-world….jpg,priyankachopra,priyankachopra,0.9290439,True,ArcFace,1NN
images - 2025-07-22T160420.627.jpeg,priyankachopra,priyankachopra,0.9480318,True,ArcFace,1NN
images (37).jpeg,priyankachopra,gongli,0.75947845,False,ArcFace,1NN
images (60).jpeg,priyankachopra,priyankachopra,0.91441524,True,ArcFace,1NN
images (8).jpeg,priyankachopra,priyankachopra,0.9016615,True,ArcFace,1NN
images - 2025-07-22T160420.759.jpeg,priyankachopra,priyankachopra,0.92529607,True,ArcFace,1NN
download (13).jpeg,aaronaziz,henrygolding,0.80407786,False,ArcFace,1NN
aziz-aaron-image.jpg,aaronaziz,aaronaziz,0.9142308,True,ArcFace,1NN
aaron-filem.jpg,aaronaziz,aaronaziz,0.8390945,True,ArcFace,1NN
Untitled-design-21-300x300.jpg,aaronaziz,gongli,0.8817918,False,ArcFace,1NN
images - 2025-07-22T161522.018.jpeg,aaronaziz,aaronaziz,0.9356133,True,ArcFace,1NN
images - 2025-07-22T161522.122.jpeg,aaronaziz,aaronaziz,0.9797039,True,ArcFace,1NN
images - 2025-07-22T161521.796.jpeg,aaronaziz,aaronaziz,0.7293552,True,ArcFace,1NN
7n_aaronazizused00.jpg,aaronaziz,aaronaziz,0.93667257,True,ArcFace,1NN
images - 2025-07-22T161521.865.jpeg,aaronaziz,urassayasperbund,0.7879541,False,ArcFace,1NN
dc-Cover-lgsc3nse3kkcoi86401hlcj8e6-20170308230122.Medi.jpeg,aaronaziz,henrygolding,0.622169,False,ArcFace,1NN
images - 2025-07-22T161521.842.jpeg,aaronaziz,yangmi,0.93580914,False,ArcFace,1NN
download (7).jpeg,aaronaziz,aaronaziz,0.9768504,True,ArcFace,1NN
images (18).jpeg,aaronaziz,aaronaziz,0.70488733,True,ArcFace,1NN
download (11).jpeg,aaronaziz,ronnychieng,0.6112077,False,ArcFace,1NN
images (4).jpeg,aaronaziz,henrygolding,0.81861097,False,ArcFace,1NN
images - 2025-07-22T161521.927.jpeg,aaronaziz,aaronaziz,0.7818225,True,ArcFace,1NN
images - 2025-07-22T161521.811.jpeg,aaronaziz,aaronaziz,0.86122674,True,ArcFace,1NN
download (12).jpeg,aaronaziz,urassayasperbund,0.8975725,False,ArcFace,1NN
images (28).jpeg,aaronaziz,ronnychieng,0.79267776,False,ArcFace,1NN
images (48).jpeg,aaronaziz,priyankachopra,0.810928,False,ArcFace,1NN
images - 2025-07-22T161522.164.jpeg,aaronaziz,aaronaziz,0.79956174,True,ArcFace,1NN
2025 July26 Dato' Sri Siti Nurhaliza Live In Singapore@SISTIC-Event Main Images (mobile) 1146x1146 - Resize.jpg,sitinurhaliza,sitinurhaliza,0.9038297,True,ArcFace,1NN
images - 2025-07-22T152914.087.jpeg,sitinurhaliza,priyankachopra,0.9517876,False,ArcFace,1NN
images - 2025-07-22T152914.052.jpeg,sitinurhaliza,sitinurhaliza,0.95792705,True,ArcFace,1NN
images (3).jpeg,sitinurhaliza,sitinurhaliza,0.84164643,True,ArcFace,1NN
olsschlwnss001a.jpg_1731982121.jpg,sitinurhaliza,sitinurhaliza,0.86386263,True,ArcFace,1NN
images - 2025-07-22T152915.218.jpeg,sitinurhaliza,priyankachopra,0.87579745,False,ArcFace,1NN
images - 2025-07-22T152915.213.jpeg,sitinurhaliza,sitinurhaliza,0.84920657,True,ArcFace,1NN
images (33).jpeg,sitinurhaliza,sitinurhaliza,0.7169318,True,ArcFace,1NN
images (61).jpeg,sitinurhaliza,urassayasperbund,0.8222528,False,ArcFace,1NN
content_siti-nurhaliza-ozasia.jpg,sitinurhaliza,sitinurhaliza,0.768834,True,ArcFace,1NN
images - 2025-07-22T152915.227.jpeg,sitinurhaliza,sitinurhaliza,0.8343759,True,ArcFace,1NN
images - 2025-07-22T152915.228.jpeg,sitinurhaliza,sitinurhaliza,0.8201464,True,ArcFace,1NN
247094.jpg,sitinurhaliza,sitinurhaliza,0.984443,True,ArcFace,1NN
siti0623_1194x556New.jpg,sitinurhaliza,sitinurhaliza,0.9631187,True,ArcFace,1NN
download (21).jpeg,sitinurhaliza,sitinurhaliza,0.8991164,True,ArcFace,1NN
images - 2025-07-22T152913.409.jpeg,sitinurhaliza,sitinurhaliza,0.7996385,True,ArcFace,1NN
350px-Siti_Nurhaliza_-_Dato'_Siti_Nurhaliza_&_Friends'_Artists_(cropped_2).jpg,sitinurhaliza,sitinurhaliza,0.95730126,True,ArcFace,1NN
2415849.jpeg,sitinurhaliza,sitinurhaliza,0.8923174,True,ArcFace,1NN
images - 2025-07-22T152913.578.jpeg,sitinurhaliza,urassayasperbund,0.5956783,False,ArcFace,1NN
b5e7b8613897ee1cfb01d0a120b9f2af.jpg,sitinurhaliza,sitinurhaliza,0.9828158,True,ArcFace,1NN
1900x1900-000000-80-0-0.jpg,sitinurhaliza,gongli,0.961843,False,ArcFace,1NN
Siti_Nurhaliza_Performing_Memories_-_Dato'_Siti_Nurhaliza_&_Friends_(cropped_2).jpg,sitinurhaliza,sitinurhaliza,0.90684426,True,ArcFace,1NN
