image_path,true_celebrity,predicted_celebrity,confidence,correct,model,classifier
images (27).jpeg,gongli,gongli,0.49702358,True,SphereFace,prototype
GONG-LI_Head-of-Jury-for-the-55th-GHA-e1531859364238.jpg,gongli,gongli,0.8277608,True,SphereFace,prototype
images - 2025-07-22T155411.125.jpeg,gongli,priyankachopra,0.8162658,False,SphereFace,prototype
images - 2025-07-22T155411.288.jpeg,gongli,priyankachopra,0.86613667,False,SphereFace,prototype
hq720.jpg,gongli,yangmi,0.8838235,False,SphereFace,prototype
images - 2025-07-22T155411.116.jpeg,gongli,priyankachopra,0.792436,False,SphereFace,prototype
images - 2025-07-22T155411.131.jpeg,gongli,gongli,0.7907258,True,SphereFace,prototype
download (7).jpeg,gongli,gongli,0.84239113,True,SphereFace,prototype
250px-Gong_Li_Cannes_2011.jpg,gongli,yangmi,0.8479115,False,SphereFace,prototype
images (6).jpeg,gongli,gongli,0.7937341,True,SphereFace,prototype
download (11).jpeg,gongli,gongli,0.8132727,True,SphereFace,prototype
images (37).jpeg,gongli,henrygolding,0.845579,False,SphereFace,prototype
001ec9790963150dec6d00.jpg,gongli,gongli,0.6630585,True,SphereFace,prototype
images - 2025-07-22T155411.369.jpeg,gongli,priyankachopra,0.87055147,False,SphereFace,prototype
images (20).jpeg,ronnychieng,irrfankhan,0.82701975,False,SphereFace,prototype
images - 2025-07-22T154841.136.jpeg,ronnychieng,irrfankhan,0.8583696,False,SphereFace,prototype
images (7).jpeg,ronnychieng,henrygolding,0.8449653,False,SphereFace,prototype
images (43).jpeg,ronnychieng,henrygolding,0.82430077,False,SphereFace,prototype
ronny-chieng-martial-arts-comedy-film-project-696x442.jpg,ronnychieng,ronnychieng,0.57601094,True,SphereFace,prototype
images - 2025-07-22T154841.130.jpeg,ronnychieng,gongli,0.67931783,False,SphereFace,prototype
images (38).jpeg,ronnychieng,henrygolding,0.83999574,False,SphereFace,prototype
images (15).jpeg,ronnychieng,henrygolding,0.857768,False,SphereFace,prototype
download (5).jpeg,ronnychieng,ronnychieng,0.56996876,True,SphereFace,prototype
images - 2025-07-22T154841.440.jpeg,ronnychieng,ronnychieng,0.6585133,True,SphereFace,prototype
images (96).jpeg,ronnychieng,ronnychieng,0.82627916,True,SphereFace,prototype
Ronny-Chieng-1.jpg,ronnychieng,ronnychieng,0.45572817,True,SphereFace,prototype
maxresdefault (1).jpg,ronnychieng,priyankachopra,0.82857084,False,SphereFace,prototype
images (70).jpeg,ronnychieng,ronnychieng,0.8339734,True,SphereFace,prototype
download (9).jpeg,ronnychieng,ronnychieng,0.8357236,True,SphereFace,prototype
images (89).jpeg,ronnychieng,ronnychieng,0.85198444,True,SphereFace,prototype
images - 2025-07-22T154841.120.jpeg,ronnychieng,ronnychieng,0.8946836,True,SphereFace,prototype
images - 2025-07-22T154841.350.jpeg,ronnychieng,ronnychieng,0.8005897,True,SphereFace,prototype
images - 2025-07-22T165147.336.jpeg,yangmi,yangmi,0.8149682,True,SphereFace,prototype
images - 2025-07-22T165147.948.jpeg,yangmi,yangmi,0.85686964,True,SphereFace,prototype
download (6).jpeg,yangmi,gongli,0.7981365,False,SphereFace,prototype
images - 2025-07-22T165147.444.jpeg,yangmi,yangmi,0.8767035,True,SphereFace,prototype
images (87).jpeg,yangmi,yangmi,0.87273866,True,SphereFace,prototype
download (10).jpeg,yangmi,yangmi,0.80322194,True,SphereFace,prototype
download (22).jpeg,yangmi,yangmi,0.6753556,True,SphereFace,prototype
images - 2025-07-22T165147.029.jpeg,yangmi,yangmi,0.8165821,True,SphereFace,prototype
images (33).jpeg,yangmi,gongli,0.86870706,False,SphereFace,prototype
images - 2025-07-22T165147.932.jpeg,yangmi,priyankachopra,0.85540426,False,SphereFace,prototype
images - 2025-07-22T165147.196.jpeg,yangmi,aaronaziz,0.67650604,False,SphereFace,prototype
images - 2025-07-22T165147.907.jpeg,yangmi,henrygolding,0.79128706,False,SphereFace,prototype
images - 2025-07-22T165147.146.jpeg,yangmi,urassayasperbund,0.761166,False,SphereFace,prototype
images - 2025-07-22T165147.060.jpeg,yangmi,priyankachopra,0.8774063,False,SphereFace,prototype
images - 2025-07-22T165147.239.jpeg,yangmi,gongli,0.6811094,False,SphereFace,prototype
images - 2025-07-22T165147.911.jpeg,yangmi,priyankachopra,0.8582628,False,SphereFace,prototype
images - 2025-07-22T165147.205.jpeg,yangmi,priyankachopra,0.8215545,False,SphereFace,prototype
images - 2025-07-22T165147.145.jpeg,yangmi,gongli,0.77530754,False,SphereFace,prototype
download (9).jpeg,yangmi,yangmi,0.86280656,True,SphereFace,prototype
09ca4912922019f7ac585b75c65fa134.jpg,yangmi,yangmi,0.7746389,True,SphereFace,prototype
download (20).jpeg,yangmi,henrygolding,0.6068182,False,SphereFace,prototype
images (2).jpeg,yangmi,yangmi,0.8864497,True,SphereFace,prototype
images - 2025-07-22T165146.881.jpeg,yangmi,yangmi,0.8509519,True,SphereFace,prototype
images (93).jpeg,yangmi,aaronaziz,0.5515758,False,SphereFace,prototype
images (60).jpeg,yangmi,henrygolding,0.77284604,False,SphereFace,prototype
images - 2025-07-22T165146.930.jpeg,yangmi,priyankachopra,0.87166774,False,SphereFace,prototype
images - 2025-07-22T160126.925.jpeg,irrfankhan,gongli,0.8371029,False,SphereFace,prototype
images - 2025-07-22T160126.586.jpeg,irrfankhan,irrfankhan,0.84884006,True,SphereFace,prototype
images - 2025-07-22T160126.815.jpeg,irrfankhan,henrygolding,0.83159107,False,SphereFace,prototype
images - 2025-07-22T160126.892.jpeg,irrfankhan,irrfankhan,0.76914257,True,SphereFace,prototype
Irrfan-Khan-1-2024-04-c1507bcf500dd70d642d0b363464406b.jpg,irrfankhan,ronnychieng,0.8078021,False,SphereFace,prototype
download (22).jpeg,irrfankhan,irrfankhan,0.8302355,True,SphereFace,prototype
images - 2025-07-22T160127.114.jpeg,irrfankhan,irrfankhan,0.82281923,True,SphereFace,prototype
images - 2025-07-22T160126.752.jpeg,irrfankhan,irrfankhan,0.8496634,True,SphereFace,prototype
maxresdefault.jpg,irrfankhan,irrfankhan,0.73827314,True,SphereFace,prototype
irrfan-khan-dead.jpg,irrfankhan,irrfankhan,0.8045831,True,SphereFace,prototype
images - 2025-07-22T160126.988.jpeg,irrfankhan,henrygolding,0.81662613,False,SphereFace,prototype
d1d32f46d80205a1a504580779c886bc.jpg,irrfankhan,yangmi,0.7953254,False,SphereFace,prototype
images - 2025-07-22T160126.917.jpeg,irrfankhan,gongli,0.82436115,False,SphereFace,prototype
images (1).jpeg,irrfankhan,irrfankhan,0.82372296,True,SphereFace,prototype
irrfan-khan_640x480_81495104135.jpg,irrfankhan,ronnychieng,0.77878153,False,SphereFace,prototype
images - 2025-07-22T160126.921.jpeg,irrfankhan,irrfankhan,0.79276,True,SphereFace,prototype
images (24).jpeg,irrfankhan,irrfankhan,0.80588245,True,SphereFace,prototype
images - 2025-07-22T160126.916.jpeg,irrfankhan,irrfankhan,0.85902935,True,SphereFace,prototype
Irrfan_Khan_May_2015_(cropped).jpg,irrfankhan,henrygolding,0.8430171,False,SphereFace,prototype
images - 2025-07-22T160126.816.jpeg,irrfankhan,gongli,0.8800557,False,SphereFace,prototype
images (75).jpeg,irrfankhan,ronnychieng,0.83879584,False,SphereFace,prototype
images - 2025-07-22T160420.760.jpeg,priyankachopra,urassayasperbund,0.8592582,False,SphereFace,prototype
images - 2025-07-22T160420.982.jpeg,priyankachopra,priyankachopra,0.93210024,True,SphereFace,prototype
images (47).jpeg,priyankachopra,priyankachopra,0.8971882,True,SphereFace,prototype
download (6).jpeg,priyankachopra,priyankachopra,0.89527345,True,SphereFace,prototype
images - 2025-07-22T160420.629.jpeg,priyankachopra,priyankachopra,0.9028035,True,SphereFace,prototype
images (3).jpeg,priyankachopra,priyankachopra,0.8672277,True,SphereFace,prototype
images (85).jpeg,priyankachopra,priyankachopra,0.83874655,True,SphereFace,prototype
images - 2025-07-22T160420.370.jpeg,priyankachopra,priyankachopra,0.8456404,True,SphereFace,prototype
dd259ba8-c64c-11ea-86df-6d561651b5f4_image_hires_182236.jpg,priyankachopra,priyankachopra,0.87767565,True,SphereFace,prototype
images (15).jpeg,priyankachopra,urassayasperbund,0.83925104,False,SphereFace,prototype
images (82).jpeg,priyankachopra,priyankachopra,0.8733387,True,SphereFace,prototype
download (17).jpeg,priyankachopra,priyankachopra,0.8881389,True,SphereFace,prototype
images - 2025-07-22T160420.614.jpeg,priyankachopra,priyankachopra,0.8774115,True,SphereFace,prototype
download (16).jpeg,priyankachopra,priyankachopra,0.8965751,True,SphereFace,prototype
images - 2025-07-22T160420.770.jpeg,priyankachopra,urassayasperbund,0.76848865,False,SphereFace,prototype
images (32).jpeg,priyankachopra,priyankachopra,0.8726585,True,SphereFace,prototype
Priyanka-Chopra-on-straddling-Bollywood-and-Hollywood-To-be-able-to-work-in-two-of-the-largest-film-industries-in-the-world….jpg,priyankachopra,priyankachopra,0.8547694,True,SphereFace,prototype
images - 2025-07-22T160420.627.jpeg,priyankachopra,priyankachopra,0.91484857,True,SphereFace,prototype
images (37).jpeg,priyankachopra,henrygolding,0.7724993,False,SphereFace,prototype
images (60).jpeg,priyankachopra,priyankachopra,0.9075515,True,SphereFace,prototype
images (8).jpeg,priyankachopra,urassayasperbund,0.8593875,False,SphereFace,prototype
images - 2025-07-22T160420.759.jpeg,priyankachopra,priyankachopra,0.9094985,True,SphereFace,prototype
download (13).jpeg,aaronaziz,aaronaziz,0.7765681,True,SphereFace,prototype
aziz-aaron-image.jpg,aaronaziz,henrygolding,0.7992915,False,SphereFace,prototype
aaron-filem.jpg,aaronaziz,aaronaziz,0.7230272,True,SphereFace,prototype
Untitled-design-21-300x300.jpg,aaronaziz,henrygolding,0.84159565,False,SphereFace,prototype
images - 2025-07-22T161522.018.jpeg,aaronaziz,aaronaziz,0.8106077,True,SphereFace,prototype
images - 2025-07-22T161522.122.jpeg,aaronaziz,henrygolding,0.86408085,False,SphereFace,prototype
images - 2025-07-22T161521.796.jpeg,aaronaziz,aaronaziz,0.7787725,True,SphereFace,prototype
7n_aaronazizused00.jpg,aaronaziz,henrygolding,0.8380017,False,SphereFace,prototype
images - 2025-07-22T161521.865.jpeg,aaronaziz,sitinurhaliza,0.6480074,False,SphereFace,prototype
dc-Cover-lgsc3nse3kkcoi86401hlcj8e6-20170308230122.Medi.jpeg,aaronaziz,aaronaziz,0.6147011,True,SphereFace,prototype
images - 2025-07-22T161521.842.jpeg,aaronaziz,yangmi,0.85999984,False,SphereFace,prototype
download (7).jpeg,aaronaziz,henrygolding,0.7840872,False,SphereFace,prototype
images (18).jpeg,aaronaziz,gongli,0.4046865,False,SphereFace,prototype
download (11).jpeg,aaronaziz,aaronaziz,0.5461037,True,SphereFace,prototype
images (4).jpeg,aaronaziz,aaronaziz,0.85689425,True,SphereFace,prototype
images - 2025-07-22T161521.927.jpeg,aaronaziz,sitinurhaliza,0.67394876,False,SphereFace,prototype
images - 2025-07-22T161521.811.jpeg,aaronaziz,ronnychieng,0.8364359,False,SphereFace,prototype
download (12).jpeg,aaronaziz,sitinurhaliza,0.793362,False,SphereFace,prototype
images (28).jpeg,aaronaziz,ronnychieng,0.78945625,False,SphereFace,prototype
images (48).jpeg,aaronaziz,aaronaziz,0.7781517,True,SphereFace,prototype
images - 2025-07-22T161522.164.jpeg,aaronaziz,aaronaziz,0.62478334,True,SphereFace,prototype
2025 July26 Dato' Sri Siti Nurhaliza Live In Singapore@SISTIC-Event Main Images (mobile) 1146x1146 - Resize.jpg,sitinurhaliza,sitinurhaliza,0.677739,True,SphereFace,prototype
images - 2025-07-22T152914.087.jpeg,sitinurhaliza,priyankachopra,0.859475,False,SphereFace,prototype
images - 2025-07-22T152914.052.jpeg,sitinurhaliza,priyankachopra,0.8528596,False,SphereFace,prototype
images (3).jpeg,sitinurhaliza,sitinurhaliza,0.68402874,True,SphereFace,prototype
olsschlwnss001a.jpg_1731982121.jpg,sitinurhaliza,sitinurhaliza,0.5450647,True,SphereFace,prototype
images - 2025-07-22T152915.218.jpeg,sitinurhaliza,henrygolding,0.7947761,False,SphereFace,prototype
images - 2025-07-22T152915.213.jpeg,sitinurhaliza,sitinurhaliza,0.839385,True,SphereFace,prototype
images (33).jpeg,sitinurhaliza,sitinurhaliza,0.788995,True,SphereFace,prototype
images (61).jpeg,sitinurhaliza,urassayasperbund,0.7772629,False,SphereFace,prototype
content_siti-nurhaliza-ozasia.jpg,sitinurhaliza,sitinurhaliza,0.5032197,True,SphereFace,prototype
images - 2025-07-22T152915.227.jpeg,sitinurhaliza,sitinurhaliza,0.74548626,True,SphereFace,prototype
images - 2025-07-22T152915.228.jpeg,sitinurhaliza,sitinurhaliza,0.7813537,True,SphereFace,prototype
247094.jpg,sitinurhaliza,priyankachopra,0.810663,False,SphereFace,prototype
siti0623_1194x556New.jpg,sitinurhaliza,sitinurhaliza,0.74666595,True,SphereFace,prototype
download (21).jpeg,sitinurhaliza,urassayasperbund,0.8124024,False,SphereFace,prototype
images - 2025-07-22T152913.409.jpeg,sitinurhaliza,sitinurhaliza,0.809806,True,SphereFace,prototype
350px-Siti_Nurhaliza_-_Dato'_Siti_Nurhaliza_&_Friends'_Artists_(cropped_2).jpg,sitinurhaliza,sitinurhaliza,0.7751132,True,SphereFace,prototype
2415849.jpeg,sitinurhaliza,priyankachopra,0.76821,False,SphereFace,prototype
images - 2025-07-22T152913.578.jpeg,sitinurhaliza,sitinurhaliza,0.33349288,True,SphereFace,prototype
b5e7b8613897ee1cfb01d0a120b9f2af.jpg,sitinurhaliza,sitinurhaliza,0.8269056,True,SphereFace,prototype
1900x1900-000000-80-0-0.jpg,sitinurhaliza,priyankachopra,0.85318935,False,SphereFace,prototype
Siti_Nurhaliza_Performing_Memories_-_Dato'_Siti_Nurhaliza_&_Friends_(cropped_2).jpg,sitinurhaliza,sitinurhaliza,0.71583164,True,SphereFace,prototype
