image_path,true_celebrity,predicted_celebrity,confidence,correct,model,classifier
images (59).jpeg,henrygolding,henrygolding,0.71926403,True,UniFace,1NN
images - 2025-07-22T154439.198.jpeg,henrygolding,henrygolding,0.84895825,True,UniFace,1NN
images (94).jpeg,urassayasperbund,gongli,0.7307247,False,UniFace,1NN
images - 2025-07-22T160915.784.jpeg,urassayasperbund,urassayasperbund,0.7569698,True,UniFace,1NN
cac-tap-phim-co-su-tham-gia-cua-urassaya-sperbund-thumbail.jpg,urassayasperbund,urassayasperbund,0.83779174,True,UniFace,1NN
images - 2025-07-22T160915.516.jpeg,urassayasperbund,irrfankhan,0.6994113,False,UniFace,1NN
images - 2025-07-22T160915.524.jpeg,urassayasperbund,gongli,0.6873553,False,UniFace,1NN
images (83).jpeg,urassayasperbund,yangmi,0.61936265,False,UniFace,1NN
images (82).jpeg,urassayasperbund,yangmi,0.7432364,False,UniFace,1NN
images - 2025-07-22T160916.133.jpeg,urassayasperbund,priyankachopra,0.93484557,False,UniFace,1NN
images - 2025-07-22T160915.486.jpeg,urassayasperbund,henrygolding,0.6965791,False,UniFace,1NN
download (16).jpeg,urassayasperbund,priyankachopra,0.8557427,False,UniFace,1NN
download (21).jpeg,urassayasperbund,urassayasperbund,0.8599567,True,UniFace,1NN
images - 2025-07-22T160916.128.jpeg,urassayasperbund,urassayasperbund,0.67177975,True,UniFace,1NN
download (14).jpeg,urassayasperbund,urassayasperbund,0.96228176,True,UniFace,1NN
images (26).jpeg,urassayasperbund,urassayasperbund,0.8042256,True,UniFace,1NN
download (26).jpeg,urassayasperbund,priyankachopra,0.8173297,False,UniFace,1NN
2849b192-75db-43b7-9e73-7bbc0697c5cd_11.jpeg,urassayasperbund,urassayasperbund,0.6093605,True,UniFace,1NN
images - 2025-07-22T160915.845.jpeg,urassayasperbund,yangmi,0.7119403,False,UniFace,1NN
urassaya-sperbund-d39bf871-90d2-4bc5-bfb2-c82f127de37-resize-750.jpeg,urassayasperbund,urassayasperbund,0.8413589,True,UniFace,1NN
urassaya-sperbund-attends-the-louis-vuitton-fallwinter-2023-2024-ready-to-wear-collection-presented-monday-march-6-2023-in-paris-vianney-le-caerinvisionap-2P51JY8.jpg,urassayasperbund,urassayasperbund,0.9368675,True,UniFace,1NN
images - 2025-07-22T155411.111.jpeg,gongli,yangmi,0.8684423,False,UniFace,1NN
images - 2025-07-22T155411.098.jpeg,gongli,gongli,0.91515106,True,UniFace,1NN
images (27).jpeg,gongli,gongli,0.49600345,True,UniFace,1NN
GONG-LI_Head-of-Jury-for-the-55th-GHA-e1531859364238.jpg,gongli,gongli,0.95694876,True,UniFace,1NN
images - 2025-07-22T155411.125.jpeg,gongli,sitinurhaliza,0.82030845,False,UniFace,1NN
images - 2025-07-22T155411.288.jpeg,gongli,sitinurhaliza,0.88767445,False,UniFace,1NN
hq720.jpg,gongli,yangmi,0.8903955,False,UniFace,1NN
images - 2025-07-22T155411.116.jpeg,gongli,priyankachopra,0.89487165,False,UniFace,1NN
images - 2025-07-22T155411.131.jpeg,gongli,gongli,0.81563336,True,UniFace,1NN
download (7).jpeg,gongli,priyankachopra,0.7166264,False,UniFace,1NN
250px-Gong_Li_Cannes_2011.jpg,gongli,gongli,0.91969776,True,UniFace,1NN
images (6).jpeg,gongli,yangmi,0.68859774,False,UniFace,1NN
download (11).jpeg,gongli,ronnychieng,0.65290475,False,UniFace,1NN
images (37).jpeg,gongli,yangmi,0.75173867,False,UniFace,1NN
001ec9790963150dec6d00.jpg,gongli,gongli,0.56803846,True,UniFace,1NN
images - 2025-07-22T155411.369.jpeg,gongli,ronnychieng,0.919602,False,UniFace,1NN
images (20).jpeg,ronnychieng,ronnychieng,0.925332,True,UniFace,1NN
images - 2025-07-22T154841.136.jpeg,ronnychieng,irrfankhan,0.87771916,False,UniFace,1NN
images (7).jpeg,ronnychieng,ronnychieng,0.60222197,True,UniFace,1NN
images (43).jpeg,ronnychieng,ronnychieng,0.769064,True,UniFace,1NN
ronny-chieng-martial-arts-comedy-film-project-696x442.jpg,ronnychieng,ronnychieng,0.53784984,True,UniFace,1NN
images - 2025-07-22T154841.130.jpeg,ronnychieng,ronnychieng,0.7100679,True,UniFace,1NN
images (38).jpeg,ronnychieng,ronnychieng,0.64362323,True,UniFace,1NN
images (15).jpeg,ronnychieng,henrygolding,0.6893474,False,UniFace,1NN
download (5).jpeg,ronnychieng,ronnychieng,0.6089733,True,UniFace,1NN
images - 2025-07-22T154841.440.jpeg,ronnychieng,ronnychieng,0.5535407,True,UniFace,1NN
images (96).jpeg,ronnychieng,gongli,0.7402938,False,UniFace,1NN
Ronny-Chieng-1.jpg,ronnychieng,ronnychieng,0.86402446,True,UniFace,1NN
maxresdefault (1).jpg,ronnychieng,sitinurhaliza,0.736181,False,UniFace,1NN
images (70).jpeg,ronnychieng,henrygolding,0.70445514,False,UniFace,1NN
download (9).jpeg,ronnychieng,ronnychieng,0.7967593,True,UniFace,1NN
images (89).jpeg,ronnychieng,yangmi,0.78558624,False,UniFace,1NN
images - 2025-07-22T154841.120.jpeg,ronnychieng,henrygolding,0.78550583,False,UniFace,1NN
images - 2025-07-22T154841.350.jpeg,ronnychieng,aaronaziz,0.5948702,False,UniFace,1NN
images - 2025-07-22T165147.336.jpeg,yangmi,yangmi,0.9439368,True,UniFace,1NN
images - 2025-07-22T165147.948.jpeg,yangmi,yangmi,0.8877522,True,UniFace,1NN
download (6).jpeg,yangmi,yangmi,0.91630363,True,UniFace,1NN
images - 2025-07-22T165147.444.jpeg,yangmi,urassayasperbund,0.8573748,False,UniFace,1NN
images (87).jpeg,yangmi,ronnychieng,0.90552974,False,UniFace,1NN
download (10).jpeg,yangmi,urassayasperbund,0.7517564,False,UniFace,1NN
download (22).jpeg,yangmi,priyankachopra,0.6781857,False,UniFace,1NN
images - 2025-07-22T165147.029.jpeg,yangmi,urassayasperbund,0.8839909,False,UniFace,1NN
images (33).jpeg,yangmi,yangmi,0.76306736,True,UniFace,1NN
images - 2025-07-22T165147.932.jpeg,yangmi,priyankachopra,0.83594334,False,UniFace,1NN
images - 2025-07-22T165147.196.jpeg,yangmi,yangmi,0.6198058,True,UniFace,1NN
images - 2025-07-22T165147.907.jpeg,yangmi,yangmi,0.7024551,True,UniFace,1NN
images - 2025-07-22T165147.146.jpeg,yangmi,yangmi,0.83111894,True,UniFace,1NN
images - 2025-07-22T165147.060.jpeg,yangmi,yangmi,0.7890208,True,UniFace,1NN
images - 2025-07-22T165147.239.jpeg,yangmi,gongli,0.5959108,False,UniFace,1NN
images - 2025-07-22T165147.911.jpeg,yangmi,priyankachopra,0.86691344,False,UniFace,1NN
images - 2025-07-22T165147.205.jpeg,yangmi,yangmi,0.94397664,True,UniFace,1NN
images - 2025-07-22T165147.145.jpeg,yangmi,urassayasperbund,0.750006,False,UniFace,1NN
download (9).jpeg,yangmi,yangmi,0.9115722,True,UniFace,1NN
09ca4912922019f7ac585b75c65fa134.jpg,yangmi,yangmi,0.9306351,True,UniFace,1NN
download (20).jpeg,yangmi,urassayasperbund,0.50668246,False,UniFace,1NN
images (2).jpeg,yangmi,yangmi,0.84957755,True,UniFace,1NN
images - 2025-07-22T165146.881.jpeg,yangmi,priyankachopra,0.69720984,False,UniFace,1NN
images (93).jpeg,yangmi,urassayasperbund,0.57006574,False,UniFace,1NN
images (60).jpeg,yangmi,yangmi,0.643244,True,UniFace,1NN
images - 2025-07-22T165146.930.jpeg,yangmi,sitinurhaliza,0.8693387,False,UniFace,1NN
images - 2025-07-22T160126.925.jpeg,irrfankhan,irrfankhan,0.5747702,True,UniFace,1NN
images - 2025-07-22T160126.586.jpeg,irrfankhan,irrfankhan,0.8116684,True,UniFace,1NN
images - 2025-07-22T160126.815.jpeg,irrfankhan,urassayasperbund,0.68130875,False,UniFace,1NN
images - 2025-07-22T160126.892.jpeg,irrfankhan,sitinurhaliza,0.71530724,False,UniFace,1NN
Irrfan-Khan-1-2024-04-c1507bcf500dd70d642d0b363464406b.jpg,irrfankhan,sitinurhaliza,0.71215105,False,UniFace,1NN
download (22).jpeg,irrfankhan,priyankachopra,0.92051613,False,UniFace,1NN
images - 2025-07-22T160127.114.jpeg,irrfankhan,ronnychieng,0.8517678,False,UniFace,1NN
images - 2025-07-22T160126.752.jpeg,irrfankhan,irrfankhan,0.90668213,True,UniFace,1NN
maxresdefault.jpg,irrfankhan,irrfankhan,0.9432069,True,UniFace,1NN
irrfan-khan-dead.jpg,irrfankhan,irrfankhan,0.842451,True,UniFace,1NN
images - 2025-07-22T160126.988.jpeg,irrfankhan,yangmi,0.8186879,False,UniFace,1NN
d1d32f46d80205a1a504580779c886bc.jpg,irrfankhan,sitinurhaliza,0.67749846,False,UniFace,1NN
images - 2025-07-22T160126.917.jpeg,irrfankhan,gongli,0.714828,False,UniFace,1NN
images (1).jpeg,irrfankhan,aaronaziz,0.824784,False,UniFace,1NN
irrfan-khan_640x480_81495104135.jpg,irrfankhan,henrygolding,0.5992595,False,UniFace,1NN
images - 2025-07-22T160126.921.jpeg,irrfankhan,ronnychieng,0.7427631,False,UniFace,1NN
images (24).jpeg,irrfankhan,irrfankhan,0.7670648,True,UniFace,1NN
images - 2025-07-22T160126.916.jpeg,irrfankhan,irrfankhan,0.8408927,True,UniFace,1NN
Irrfan_Khan_May_2015_(cropped).jpg,irrfankhan,irrfankhan,0.9887551,True,UniFace,1NN
images - 2025-07-22T160126.816.jpeg,irrfankhan,ronnychieng,0.72471,False,UniFace,1NN
images (75).jpeg,irrfankhan,ronnychieng,0.6433082,False,UniFace,1NN
images - 2025-07-22T160420.760.jpeg,priyankachopra,aaronaziz,0.82809675,False,UniFace,1NN
images - 2025-07-22T160420.982.jpeg,priyankachopra,urassayasperbund,0.8899168,False,UniFace,1NN
images (47).jpeg,priyankachopra,priyankachopra,0.82772183,True,UniFace,1NN
download (6).jpeg,priyankachopra,priyankachopra,0.93455756,True,UniFace,1NN
images - 2025-07-22T160420.629.jpeg,priyankachopra,priyankachopra,0.8710468,True,UniFace,1NN
images (3).jpeg,priyankachopra,ronnychieng,0.90658844,False,UniFace,1NN
images (85).jpeg,priyankachopra,priyankachopra,0.81158376,True,UniFace,1NN
images - 2025-07-22T160420.370.jpeg,priyankachopra,yangmi,0.78928304,False,UniFace,1NN
dd259ba8-c64c-11ea-86df-6d561651b5f4_image_hires_182236.jpg,priyankachopra,priyankachopra,0.78507686,True,UniFace,1NN
images (15).jpeg,priyankachopra,priyankachopra,0.675828,True,UniFace,1NN
images (82).jpeg,priyankachopra,henrygolding,0.83507586,False,UniFace,1NN
download (17).jpeg,priyankachopra,priyankachopra,0.8422069,True,UniFace,1NN
images - 2025-07-22T160420.614.jpeg,priyankachopra,sitinurhaliza,0.9084408,False,UniFace,1NN
download (16).jpeg,priyankachopra,priyankachopra,0.8834295,True,UniFace,1NN
images - 2025-07-22T160420.770.jpeg,priyankachopra,sitinurhaliza,0.66956544,False,UniFace,1NN
images (32).jpeg,priyankachopra,priyankachopra,0.88336015,True,UniFace,1NN
Priyanka-Chopra-on-straddling-Bollywood-and-Hollywood-To-be-able-to-work-in-two-of-the-largest-film-industries-in-the-world….jpg,priyankachopra,priyankachopra,0.85837054,True,UniFace,1NN
images - 2025-07-22T160420.627.jpeg,priyankachopra,priyankachopra,0.88284266,True,UniFace,1NN
images (37).jpeg,priyankachopra,yangmi,0.6891927,False,UniFace,1NN
images (60).jpeg,priyankachopra,priyankachopra,0.7974902,True,UniFace,1NN
images (8).jpeg,priyankachopra,urassayasperbund,0.8205097,False,UniFace,1NN
images - 2025-07-22T160420.759.jpeg,priyankachopra,urassayasperbund,0.86476564,False,UniFace,1NN
download (13).jpeg,aaronaziz,ronnychieng,0.6896453,False,UniFace,1NN
aziz-aaron-image.jpg,aaronaziz,aaronaziz,0.86774826,True,UniFace,1NN
aaron-filem.jpg,aaronaziz,ronnychieng,0.6158555,False,UniFace,1NN
Untitled-design-21-300x300.jpg,aaronaziz,henrygolding,0.74690187,False,UniFace,1NN
images - 2025-07-22T161522.018.jpeg,aaronaziz,aaronaziz,0.83770126,True,UniFace,1NN
images - 2025-07-22T161522.122.jpeg,aaronaziz,aaronaziz,0.94265944,True,UniFace,1NN
images - 2025-07-22T161521.796.jpeg,aaronaziz,aaronaziz,0.6696587,True,UniFace,1NN
7n_aaronazizused00.jpg,aaronaziz,aaronaziz,0.8869159,True,UniFace,1NN
images - 2025-07-22T161521.865.jpeg,aaronaziz,henrygolding,0.6167464,False,UniFace,1NN
dc-Cover-lgsc3nse3kkcoi86401hlcj8e6-20170308230122.Medi.jpeg,aaronaziz,aaronaziz,0.70220464,True,UniFace,1NN
images - 2025-07-22T161521.842.jpeg,aaronaziz,yangmi,0.91301054,False,UniFace,1NN
download (7).jpeg,aaronaziz,aaronaziz,0.9315051,True,UniFace,1NN
images (18).jpeg,aaronaziz,priyankachopra,0.48581856,False,UniFace,1NN
download (11).jpeg,aaronaziz,aaronaziz,0.5624757,True,UniFace,1NN
images (4).jpeg,aaronaziz,irrfankhan,0.7526523,False,UniFace,1NN
images - 2025-07-22T161521.927.jpeg,aaronaziz,ronnychieng,0.63537717,False,UniFace,1NN
images - 2025-07-22T161521.811.jpeg,aaronaziz,henrygolding,0.7736511,False,UniFace,1NN
download (12).jpeg,aaronaziz,yangmi,0.7871115,False,UniFace,1NN
images (28).jpeg,aaronaziz,aaronaziz,0.6324786,True,UniFace,1NN
images (48).jpeg,aaronaziz,henrygolding,0.6005391,False,UniFace,1NN
images - 2025-07-22T161522.164.jpeg,aaronaziz,aaronaziz,0.66710705,True,UniFace,1NN
2025 July26 Dato' Sri Siti Nurhaliza Live In Singapore@SISTIC-Event Main Images (mobile) 1146x1146 - Resize.jpg,sitinurhaliza,sitinurhaliza,0.8761742,True,UniFace,1NN
images - 2025-07-22T152914.087.jpeg,sitinurhaliza,priyankachopra,0.92703056,False,UniFace,1NN
images - 2025-07-22T152914.052.jpeg,sitinurhaliza,sitinurhaliza,0.8839861,True,UniFace,1NN
images (3).jpeg,sitinurhaliza,irrfankhan,0.5486899,False,UniFace,1NN
olsschlwnss001a.jpg_1731982121.jpg,sitinurhaliza,sitinurhaliza,0.84438235,True,UniFace,1NN
images - 2025-07-22T152915.218.jpeg,sitinurhaliza,priyankachopra,0.73731464,False,UniFace,1NN
images - 2025-07-22T152915.213.jpeg,sitinurhaliza,sitinurhaliza,0.7074326,True,UniFace,1NN
images (33).jpeg,sitinurhaliza,sitinurhaliza,0.5586283,True,UniFace,1NN
images (61).jpeg,sitinurhaliza,urassayasperbund,0.6997504,False,UniFace,1NN
content_siti-nurhaliza-ozasia.jpg,sitinurhaliza,sitinurhaliza,0.55671847,True,UniFace,1NN
images - 2025-07-22T152915.227.jpeg,sitinurhaliza,urassayasperbund,0.56336206,False,UniFace,1NN
images - 2025-07-22T152915.228.jpeg,sitinurhaliza,sitinurhaliza,0.745283,True,UniFace,1NN
247094.jpg,sitinurhaliza,sitinurhaliza,0.96251357,True,UniFace,1NN
siti0623_1194x556New.jpg,sitinurhaliza,sitinurhaliza,0.9064858,True,UniFace,1NN
download (21).jpeg,sitinurhaliza,priyankachopra,0.7065234,False,UniFace,1NN
images - 2025-07-22T152913.409.jpeg,sitinurhaliza,sitinurhaliza,0.6819618,True,UniFace,1NN
350px-Siti_Nurhaliza_-_Dato'_Siti_Nurhaliza_&_Friends'_Artists_(cropped_2).jpg,sitinurhaliza,sitinurhaliza,0.863894,True,UniFace,1NN
2415849.jpeg,sitinurhaliza,irrfankhan,0.7033943,False,UniFace,1NN
images - 2025-07-22T152913.578.jpeg,sitinurhaliza,urassayasperbund,0.40759695,False,UniFace,1NN
b5e7b8613897ee1cfb01d0a120b9f2af.jpg,sitinurhaliza,sitinurhaliza,0.922101,True,UniFace,1NN
1900x1900-000000-80-0-0.jpg,sitinurhaliza,yangmi,0.9026066,False,UniFace,1NN
Siti_Nurhaliza_Performing_Memories_-_Dato'_Siti_Nurhaliza_&_Friends_(cropped_2).jpg,sitinurhaliza,sitinurhaliza,0.8589921,True,UniFace,1NN
